,DayNum,VehId,Trip,Timestamp(s),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%],Timestamp(s)_round
3321518,99.4943020093,455,1034,0.0,42.2547861111,-83.7255894444,37.75,,,,-9.0,,,0.0,3000.0,-28.5,100.0,384.5,,,,,0.0
3321519,99.4943020093,455,1034,0.2,42.2547861111,-83.7255894444,38.1499977112,,,,-9.0,,,0.0,3000.0,-28.5,100.0,384.5,,,,,0.0
3321520,99.4943020093,455,1034,0.3,42.2547861111,-83.7255894444,38.1499977112,,,,-9.0,,,0.0,3000.0,-20.5,100.0,384.5,,,,,0.0
3321521,99.4943020093,455,1034,1.2,42.2547861111,-83.7255894444,38.409999847399995,,,,-9.0,,,0.0,3000.0,-20.5,100.0,384.5,,,,,1.0
3321522,99.4943020093,455,1034,1.3,42.2547861111,-83.7255894444,38.409999847399995,,,,-9.0,,,0.0,3000.0,-25.5,100.0,384.5,,,,,1.0
3321523,99.4943020093,455,1034,2.3,42.2547861111,-83.7255894444,39.0599975586,,,,-9.0,,,0.0,3000.0,-27.0,100.0,384.5,,,,,2.0
3321524,99.4943020093,455,1034,3.1,42.2550458333,-83.7257405556,39.0599975586,,,,-9.0,,,0.0,3000.0,-27.0,100.0,384.5,,,,,3.0
3321525,99.4943020093,455,1034,3.3,42.2550458333,-83.7257405556,39.3999977112,,,,-9.0,,,0.0,3000.0,-27.0,100.0,384.5,,,,,3.0
3321526,99.4943020093,455,1034,3.4,42.2550458333,-83.7257405556,39.3999977112,,,,-9.0,,,0.0,3000.0,-22.5,100.0,384.5,,,,,3.0
3321527,99.4943020093,455,1034,3.9,42.2550458333,-83.7257405556,39.3999977112,,,,-9.0,,,0.0,3000.0,-22.5,100.0,382.5,,,,,3.0
3321528,99.4943020093,455,1034,4.3,42.2550458333,-83.7257405556,38.6399993896,,,,-9.0,,,0.0,3000.0,-22.5,100.0,382.5,,,,,4.0
