,acc,v,v^1/2,v^3,delta_dis^1/2,y
0,0.0,0.0,0.0,0.0,0.0,38.50971429
1,3.5832419388888885,12.89967098,3.591611195549986,2146.5247475348,0.042426406871192854,38.50358652
2,2.095424977777778,20.4432009,4.521415807023282,8543.71375890557,0.06928203230275509,38.49489105
3,0.7978105249999995,23.31531879,4.8285938729613616,12674.302660410449,0.07810249675906655,38.49030292
4,0.39560372222222245,24.73949219,4.973880998777514,15141.620000995186,0.0818535277187245,38.48739241
5,0.11219961388888934,25.1434108,5.014320572121412,15895.440698797565,0.08366600265340755,38.48570586
6,-0.010953033333333589,25.10397988,5.010387198610503,15820.774285369635,0.08366600265340755,38.48456503
7,0.40154946944444386,26.54955797,5.152626317714104,18714.22662640654,0.08426149773176358,38.48148269
8,0.4046045416666673,28.00613432,5.292082229141947,21966.431081780913,0.08717797887081347,38.4782032
9,-0.5871073250000001,25.89254795,5.088472064382392,17358.98658552259,0.08660254037844387,38.47915624
10,-0.7899022416666668,23.04889988,4.800926981323503,12244.769219169526,0.0818535277187245,38.48054898
11,-0.3394685722222225,21.82681302,4.671917488569335,10398.506896699215,0.07874007874011811,38.48063495
12,-0.14251954444444456,21.31374266,4.616680913816765,9682.313793040625,0.07745966692414834,38.48007482
13,0.0022124000000002374,21.3217073,4.617543426974997,9693.172275158831,0.07681145747868608,38.47896293
14,0.08068617777777812,21.61217754,4.648889925562876,10094.750270345772,0.07745966692414834,38.47754259
15,0.16600431666666657,22.20979308,4.712726713909899,10955.533652814898,0.07745966692414834,38.47576071
16,0.5489344583333327,24.18595713,4.917922033745553,14147.830114949875,0.0806225774829855,38.47218576
17,0.23580993055555646,25.03487288,5.003486072729692,15690.477901241495,0.08306623862918075,38.469982
18,0.06663142222222183,25.274746,5.027399526594241,16145.83089164066,0.08366600265340755,38.46848143
19,0.020128580555555727,25.34720889,5.03460116493849,16285.10007717227,0.08366600265340755,38.46718255
20,-0.061844405555555836,25.12456903,5.012441424096645,15859.732672485487,0.08366600265340755,38.46625169
21,-0.16655200277777757,24.52498182,4.952270370244339,14751.15689866873,0.08306623862918075,38.46572147
22,-0.4079583027777783,23.05633193,4.801700941333185,12256.61790842463,0.08124038404635961,38.46605605
23,-0.22334268611111083,22.25229826,4.717234174810489,11018.554324609324,0.07937253933193772,38.46577933
24,-0.305631827777778,21.15202368,4.599132926976562,9463.58684764425,0.07810249675906655,38.46568407
25,-0.7108829500000002,18.59284506,4.311942144788123,6427.4328870852,0.07416198487095663,38.46648474
26,-0.2888633861111107,17.55293687,4.189622521182547,5408.15801904892,0.07071067811865475,38.46626426
27,-0.11214939722222242,17.14919904,4.141159142076044,5043.49416693376,0.06928203230275509,38.46563301
28,0.030563613888889347,17.25922805,4.154422709595162,5141.195297540135,0.06928203230275509,38.46455971
29,0.32113484444444396,18.41531349,4.291306734550678,6245.070553678532,0.06999999999999999,38.46247568
30,0.3911128500000001,19.82331975,4.452338683209084,7789.851139409489,0.07280109889280519,38.4599885
31,0.21098348888888926,20.58286031,4.5368337318001855,8720.013953342243,0.07483314773547883,38.45814101
32,0.22770246111111053,21.40258917,4.626293242975417,9803.901639280999,0.07615773105863909,38.45616286
33,0.663900052777778,23.79262936,4.87776889161428,13468.750802535027,0.07937253933193772,38.45211021
34,0.6654299833333334,26.1881773,5.117438548727283,17960.39226219556,0.08366600265340755,38.44775585
35,0.3146331555555558,27.32085666,5.226935685466199,20393.08541598867,0.08660254037844387,38.44502685
36,0.026839622222222123,27.4174793,5.236170289438647,20610.2173973757,0.08717797887081347,38.44363324
37,-0.07267513611111158,27.15584881,5.211127402971453,20025.81252983646,0.08717797887081347,38.44275126
38,-0.12339963055555477,26.71161014,5.168327596041102,19059.004056786394,0.08660254037844387,38.44207018
39,-0.09134352222222278,26.38277346,5.136416402512554,18363.748869824245,0.08602325267042626,38.44128888
40,-0.08265703055555543,26.08520815,5.1073680257056076,17749.36906029617,0.08544003745317531,38.44044181
41,-0.1585761972222224,25.51433384,5.0511715314370385,16609.352458936155,0.08485281374238571,38.4399178
42,-0.08258481944444401,25.21702849,5.021655950978721,16035.471243498603,0.08366600265340755,38.43911821
43,0.04910937499999947,25.39382224,5.039228337751724,16375.109976990983,0.08366600265340755,38.43770107
44,0.356200875,26.67614539,5.164895486841917,18983.191427954713,0.08485281374238571,38.43483872
45,0.20810768611111147,27.42533306,5.236920188431364,20627.933913629604,0.08660254037844387,38.43262607
46,0.09850410000000012,27.77994782,5.2706686312079984,21438.49414586318,0.08774964387392122,38.43088511
47,-0.036421250000000266,27.64883132,5.258215602274216,21136.366791826687,0.08774964387392122,38.42978728
48,-0.07624414444444443,27.3743524,5.2320504966982115,20513.112477710532,0.08717797887081347,38.42888596
49,-0.14778817499999972,26.84231497,5.180956955042186,19340.152948683317,0.08717797887081347,38.42829569
50,-0.49577516111111086,25.05752439,5.005749133746117,15733.106600759764,0.08544003745317531,38.42893569
51,-0.8892320499999999,21.85628901,4.675071016572904,10440.691762489363,0.0806225774829855,38.43048052
52,-0.8517925000000007,18.78983601,4.334724444529317,6633.90074357066,0.07483314773547883,38.43160851
53,-0.4947955638888886,17.00857198,4.124144999875732,4920.435654710755,0.06999999999999999,38.43173965
54,-0.20715723055555518,16.26280595,4.032716943947343,4301.168335243029,0.06855654600401044,38.43131218
55,-0.4760897111111115,14.54888299,3.814299803371518,3079.5620080326307,0.06557438524302,38.43118565
56,-0.4048409194444444,13.09145568,3.618211668766768,2243.6949962230055,0.061644140029689765,38.4308471
