,acc,v,v^1/2,v^3,delta_dis^1/2,y
0,0.0,0.0,0.0,0.0,0.0,38.50971429
1,3.5832419388888885,12.89967098,3.591611195549986,2146.5247475348,0.042426406871192854,38.50358652
2,3.6434978722222224,26.01626332,5.100614014018312,17609.002647916615,0.07348469228349534,38.48660654
3,3.6330789083333332,39.09534739,6.2526272390092155,59755.13466898426,0.09486832980505137,38.4610798
4,3.6174762583333337,52.11826192,7.219297882758406,141569.5241465859,0.11269427669584645,38.42699806
5,2.0791156277777763,59.60307818,7.720302984987053,211741.54025779988,0.12569805089976535,38.4020327
6,0.5403107444444445,61.54819686,7.845265888419589,233155.68141509767,0.13,38.3934829
7,0.29059879166666747,62.59435251,7.911659276662513,245247.9885158028,0.13152946437965904,38.38764051
8,0.11340641944444445,63.00261562,7.937418700056083,250078.14548039535,0.13228756555322954,38.38367423
9,0.013225191666666407,63.05022631,7.940417262965467,250645.52158681388,0.13228756555322954,38.38072844
10,-0.17655726111111114,62.41462017,7.900292410411149,243141.44631642487,0.1319090595827292,38.37988019
11,-0.09330979722222249,62.0787049,7.879004055082088,239236.77756413326,0.13152946437965904,38.37812108
12,-0.05413592499999866,61.88381557,7.866626695731786,236990.67036573717,0.13114877048604,38.37594533
13,-0.09892624166666684,61.5276811,7.843958254605898,232922.6069145238,0.1307669683062202,38.3742634
14,-0.14599137777777807,61.00211214,7.810384890643994,227004.5786352172,0.130384048104053,38.37322427
15,-0.19237365277777801,60.30956699,7.765923447343529,219360.6028681711,0.13,38.37248877
16,-0.24443821666666724,59.42958941,7.70905891857106,209897.9463179227,0.12884098726725127,38.37230032
17,-0.10604186666666651,59.04783869,7.684259150367067,205878.98462077693,0.12806248474865697,38.37086788
18,-0.04127008333333274,58.89926639,7.674585747126681,204328.83395365236,0.12806248474865697,38.36868155
19,0.021610805555554908,58.97706529,7.679652680297463,205139.58591356964,0.12806248474865697,38.36585962
20,0.1225661444444448,59.41830341,7.708326887853161,209778.38676489523,0.12806248474865697,38.36205101
21,-0.13889289166666627,58.918289,7.675824971949269,204526.8732551324,0.1284523257866513,38.36054866
22,-0.8329950777777778,55.91950672,7.477934656039728,174859.80720047554,0.12609520212918493,38.36493824
23,-0.5536250694444453,53.92645647,7.343463520029224,156821.5170032191,0.12328828005937953,38.36722235
24,-0.5055562250000002,52.10645406,7.218480038068956,141473.324405942,0.1216552506059644,38.36904455
25,-0.8153617749999991,49.17115167,7.012214462635894,118886.1165479769,0.11874342087037917,38.37285631
26,-0.6853980972222217,46.70371852,6.83401189053692,101871.89398651732,0.11532562594670795,38.37569488
27,-1.1096193388888902,42.7090889,6.535219116448966,77904.20868429182,0.11224972160321824,38.38055939
28,-2.2752374305555554,34.51823415,5.875222051122834,41128.769009292475,0.10344080432788601,38.38995269
29,-2.027452880555555,27.21940378,5.217221845005252,20166.7458080362,0.09219544457292887,38.39621274
30,-1.5254708361111113,21.72770877,4.661299043185279,10257.50635160339,0.0818535277187245,38.39954121
31,-0.5854419916666664,19.6201176,4.429460192845173,7552.744937198342,0.0754983443527075,38.40008074
32,0.18979523055555564,20.30338043,4.505927255293853,8369.606820157725,0.07416198487095663,38.39830128
33,0.6554292555555552,22.66292575,4.760559394651011,11639.864581644832,0.07745966692414834,38.39442242
34,0.7114393666666667,25.22410747,5.0223607467006985,16048.97957371724,0.0818535277187245,38.38997207
35,0.7555106722222218,27.94394589,5.286203353069195,21820.42449046726,0.08602325267042626,38.38494776
36,0.9343764361111113,31.30770106,5.595328503314171,30686.93652373485,0.09055385138137417,38.37846378
37,0.9354542027777788,34.67533619,5.888576754191118,41692.893968445045,0.09591663046625439,38.37138353
38,0.6868755722222216,37.14808825,6.094923153740332,51263.63593475102,0.1,38.36547095
39,0.4357149722222214,38.71666215,6.222271462255565,58035.499443449226,0.10246950765959599,38.36106295
40,0.10967155000000042,39.11147973,6.253917150874322,59829.13743786351,0.1044030650891055,38.35861512
41,-0.691147549999999,36.62334855,6.05172277537562,49121.78622163821,0.10246950765959599,38.36072882
42,-0.6898246055555567,34.13997997,5.842942749163301,39791.451906766524,0.099498743710662,38.36255141
43,-1.504403458333333,28.72412752,5.3594894831504245,23699.573926906683,0.09327379053088815,38.3671283
44,-0.9705087972222218,25.23029585,5.022976791704298,16060.794646151358,0.08602325267042626,38.36928389
45,-0.14660900555555578,24.70250343,4.97016130824745,15073.805417238476,0.08306623862918075,38.36863985
46,0.5886828527777777,26.8217617,5.17897303526481,19295.760455685308,0.08426149773176358,38.36459444
47,0.7416396888888885,29.49166458,5.430622853780218,25650.61945056741,0.08831760866327847,38.35942866
48,0.6849593777777783,31.95751834,5.653098118731003,32637.669514191603,0.09219544457292887,38.35423723
49,0.6852968388888886,34.42458696,5.867246965996914,40794.932076139805,0.09643650760992954,38.34870633
50,0.0869536055555563,34.73761994,5.893862904751009,41917.96376245989,0.09797958971132711,38.34671871
51,-0.16549968611111193,34.14182107,5.843100296075706,39797.88987125918,0.09746794344808964,38.34617268
52,0.1950180527777788,34.84388606,5.902871001470387,42303.83647979695,0.09797958971132711,38.34358567
53,0.27132294722222067,35.82064867,5.985035394214473,45962.15028493763,0.09899494936611665,38.34052149
54,0.21387521388888922,36.59059944,6.049016402688952,48990.12785979247,0.1004987562112089,38.33771978
55,0.03844870555555602,36.72901478,6.060446747559127,49548.19486403508,0.10099504938362078,38.33592056
56,-0.2751574999999996,35.73844778,5.97816424832908,45646.455308855715,0.1004987562112089,38.33591994
57,-0.6165888000000012,33.5187281,5.7895360867689565,37658.46308678754,0.09797958971132711,38.33750615
