,acc,v,v^1/2,v^3,delta_dis^1/2,y
0,0.0,0.0,0.0,0.0,0.0,38.50971429
1,3.5832419388888885,12.89967098,3.591611195549986,2146.5247475348,0.042426406871192854,38.50358652
2,3.6434978722222224,26.01626332,5.100614014018312,17609.002647916615,0.07348469228349534,38.48660654
3,2.6827891527777776,35.67430427,5.972797022333841,45401.116845225624,0.0938083151964686,38.46871796
4,1.2790782194444439,40.27898586,6.346572764886573,65348.49381554674,0.10295630140987,38.45830218
5,1.2974569638888884,44.94983093,6.704463507992268,90820.5625597816,0.10908712114635714,38.44674008
6,0.9647055583333339,48.42277094,6.958647206174487,113540.00617990716,0.11401754250991379,38.43707564
7,0.6852234805555548,50.88957547,7.133692975591254,131791.22166319433,0.11789826122551596,38.42916973
8,-0.1083933055555539,50.49935957,7.106290141135528,128782.72529231507,0.11874342087037917,38.42795547
9,-0.18966765277777853,49.81655602,7.058084444096712,123629.2117308691,0.11789826122551596,38.42743677
10,0.0934971388888882,50.15314572,7.081888570148502,126152.11453355337,0.11789826122551596,38.42459468
11,0.07400362500000116,50.41955877,7.100673120909032,128173.1690639689,0.11832159566199232,38.42187863
12,0.0535120888888881,50.61220229,7.114225347147784,129647.96536988484,0.11832159566199232,38.41933105
13,0.17947114444444523,51.25829841,7.159490094273474,134676.72759089817,0.11916375287812986,38.41574816
14,0.03478425555555455,51.38352173,7.168230027698609,135666.18107534552,0.11958260743101398,38.41328584
15,-0.12040478611110966,50.9500645,7.137931388014318,132261.73468276966,0.11958260743101398,38.41210714
16,-0.45406029722222346,49.31544743,7.022495812031503,119935.82676846375,0.11789826122551596,38.41356841
17,-0.26553994722222246,48.35950362,6.9540997706389,113095.54645551564,0.1161895003862225,38.41367139
18,-0.2557258750000003,47.43889047,6.887589597965314,106758.77178899519,0.11575836902790225,38.41353372
19,-0.7510181388888881,44.73522517,6.688439666319791,89525.9386164536,0.1131370849898476,38.41662494
20,-0.5823698500000004,42.63869371,6.529831062898947,77519.62679197927,0.11,38.41861022
21,-0.5721648777777766,40.57890015,6.370156995710546,66819.12977017529,0.10770329614269007,38.42041962
22,-0.49199596111111255,38.80771469,6.229583829598892,58445.92093691376,0.10488088481701516,38.4217076
23,-0.37250890277777654,37.46668264,6.121003401404054,52593.94223074489,0.10295630140987,38.42231979
24,-0.4029763750000015,36.01596769,6.001330493315628,46718.10991924061,0.10099504938362078,38.42302381
25,-0.09762315833333288,35.66452432,5.971978258500276,45363.787545050036,0.1,38.42207856
26,-0.19618378055555513,34.95826271,5.912551286035496,42721.79829668812,0.09899494936611665,38.42173191
27,-0.08519745833333382,34.65155186,5.886556876477114,41607.15946944189,0.09848857801796104,38.42073152
28,-0.26934048055555476,33.68192613,5.8036131961046475,38211.20707964394,0.09746794344808964,38.42076529
29,-0.15680868333333425,33.11741487,5.754773224897746,36321.96083791896,0.09591663046625439,38.42018463
30,0.25599902222222365,34.03901135,5.834296131496926,39439.446653484556,0.09643650760992954,38.41729223
31,0.5185236583333324,35.90569652,5.992136223418155,46290.30769091008,0.09848857801796104,38.41262685
32,0.6699038166666662,38.31735026,6.190100989483128,56258.27436241905,0.10148891565092219,38.40667226
33,0.9353657722222231,41.68466704,6.456366396046619,72431.7554149198,0.10535653752852739,38.39837938
34,0.5887627527777776,43.80421295,6.618475122715202,84051.9212076805,0.10908712114635714,38.39233926
35,0.5313288249999992,45.71699672,6.761434516432145,95550.52505078062,0.11180339887498948,38.3865267
36,0.2054416750000006,46.45658675,6.815906891236118,100263.27693582454,0.1131370849898476,38.38317915
37,0.209034772222222,47.20911193,6.870888729269307,105214.95952381133,0.11401754250991379,38.37976159
38,0.04028204722222305,47.3541273,6.881433520713544,106187.52829322875,0.11445523142259598,38.37752591
39,-0.014259974999999672,47.30279139,6.877702479025972,105842.55355248574,0.11489125293076058,38.3757216
40,-0.09874961666666829,46.94729277,6.8518094522542,103474.10074571184,0.11445523142259598,38.37459391
41,-0.16373329166666611,46.35785292,6.808660141320023,99625.36826464879,0.11357816691600547,38.37397873
42,-0.09237465833333403,46.02530415,6.784195173342229,97496.71912180322,0.1131370849898476,38.37281199
43,-0.2048919499999988,45.28769313,6.729613148614116,92883.9331668459,0.11269427669584645,38.3725011
44,-0.035404805555556446,45.16023583,6.720136593105828,92101.90297675256,0.11224972160321824,38.37093213
45,-0.008927169444442976,45.12809802,6.717745010046154,91905.41280234186,0.11180339887498948,38.36916288
46,-0.06024855833333515,44.91120321,6.7015821423004285,90586.62325803727,0.11180339887498948,38.367773
47,-0.27345461388888775,43.9267666,6.627727106633163,84759.36795331528,0.11090536506409417,38.36792033
48,-0.2887532138888894,42.88725503,6.548836158433039,78883.24199250598,0.11,38.3681646
49,-0.36660040833333224,41.56749356,6.447285751384066,71822.66480347874,0.10862780491200216,38.36884439
50,-0.6403010055555569,39.26240994,6.265972385831269,60524.45112576337,0.1063014581273465,38.37091141
51,-1.001053625,35.65861689,5.971483642278525,45341.249264905215,0.10246950765959599,38.37436967
52,-1.4008664527777774,30.61549766,5.533127294758363,28696.172218766318,0.09591663046625439,38.37886619
53,-1.104329569444444,26.63991121,5.161386558861873,18905.94190461131,0.0888819441731559,38.3816394
54,-0.24019594722222296,25.7752058,5.076928776337127,17124.047532725875,0.08485281374238571,38.38144956
55,-0.0816708527777769,25.48119073,5.047889730372485,16544.709874723798,0.08426149773176358,38.38059334
56,-0.19007340277777826,24.79692648,4.979651240799901,15247.321689570039,0.08366600265340755,38.38021484
57,-0.0209809972222224,24.72139489,4.972061432645417,15108.415353745295,0.08306623862918075,38.37911391
