Time,In/Temperature (BMS ECM/Power Limits),road_slope,In/Specific Consumption Avg (BMS Monitor),In/Energy (BMS Monitor),In/Desired Velocity (Vehicle Monitor),In/Actual Velocity (Vehicle Monitor),In/Distance (Vehicle Monitor),In/Range (BMS Monitor),In/Voltage (BMS Monitor),In/Current (BMS Monitor),In/Power (BMS Monitor),In/SoC (BMS Monitor)
12,293.3362239,252,66.88450354,38.37594533,61.81999969,61.88381557,0.165684921,57.37643744,479.6223346,-12.75266189,-6.116461468,79.75544925
13,293.3358719,252,67.72546478,38.3742634,61.46999804,61.5276811,0.182829929,56.66149879,480.0840926,-8.927329349,-4.28586881,79.75237329
14,293.335415,252,68.24503246,38.37322427,60.93777508,61.00211214,0.199849523,56.22859699,480.2661591,-7.414328198,-3.560850926,79.75047286
15,293.3349338,257,63.3492257,38.37248877,60.42999776,60.30956699,0.216711581,60.57294048,481.2197864,0.805733094,0.387734707,79.74912774
16,293.3344269,257,59.04190583,38.37230032,59.37444263,59.42958941,0.233326642,64.99163566,480.9224128,-1.996163985,-0.96,79.74878309
17,293.3340406,257,55.72710082,38.37086788,59.01499939,59.04783869,0.249776034,68.85495084,479.621317,-12.6971742,-6.089835411,79.74616333
18,293.3338166,256,53.11947882,38.36868155,58.90999985,58.89926639,0.26615334,72.23090738,479.2064816,-16.08745581,-7.709213095,79.74216477
19,293.3338001,256,51.0419481,38.36585962,58.92333221,58.97706529,0.282515071,75.16535134,478.3201302,-23.35434299,-11.17085238,79.7370037
20,293.3341859,256,49.50852593,38.36205101,59.5033315,59.41830341,0.298958231,77.48574672,478.1770028,-24.48644154,-11.70885322,79.73003792
21,293.3342092,256,47.6238746,38.36054866,59.80999756,58.918289,0.315474928,80.54898721,482.8868394,25.58547097,12.35488721,79.72729016
22,293.3342704,256,45.26074118,38.36493824,56.36499786,55.91950672,0.331407561,84.76427304,482.5513518,20.5546798,9.918688522,79.73531854
23,293.3339148,256,43.2713393,38.36722235,54.20333142,53.92645647,0.346637724,88.66659311,481.6164841,6.756074412,3.253836805,79.73949602
24,293.3335288,256,41.51723545,38.36904455,52.96999741,52.10645406,0.361407983,92.4171471,482.8855188,25.37802224,12.25467943,79.74282867
25,293.3334397,256,39.91532361,38.37285631,49.87666575,49.17115167,0.375464339,96.13565127,482.5966918,21.0462084,10.15683055,79.74979991
26,293.3331578,256,38.53196404,38.37569488,47.36666616,46.70371852,0.388769319,99.59444279,482.2244606,15.50940092,7.479012492,79.75499123
27,293.3336231,255,37.25242231,38.38055939,45.23999786,42.7090889,0.401344324,103.028359,485.6937099,66.42011999,32.25983449,79.76388749
28,293.335743,255,36.09247555,38.38995269,36.70110957,34.51823415,0.412059602,106.3655294,484.6192156,50.41086673,24.43007469,79.78106536
29,293.3364003,255,35.25186253,38.39621274,29.2366653,27.21940378,0.420602955,108.9196711,483.3138223,31.07538311,15.01916219,79.79251284
30,293.3362323,255,34.66932087,38.39954121,22.93444401,21.72770877,0.427315671,110.7594272,481.8850812,9.990832968,4.814433356,79.79859932
31,293.3357361,255,34.28527491,38.40008074,19.9920002,19.6201176,0.432966072,112.0016708,480.4246942,-6.441382422,-3.09459918,79.7995859
32,293.3354317,255,34.26117507,38.39830128,20.54999924,20.30338043,0.438464457,112.0752607,478.7221759,-20.44602998,-9.78796796,79.79633198
33,293.3358524,255,34.67505451,38.39442242,23.22999954,22.66292575,0.444417279,110.7263506,477.7911055,-28.06915035,-13.41119037,79.789239
34,293.3365641,255,35.15042728,38.38997207,25.63999939,25.22410747,0.451067867,109.2162316,477.499584,-30.41634742,-14.52379324,79.78110079
35,293.3376241,255,35.68130418,38.38494776,28.03999901,27.94394589,0.458437828,107.5771994,476.5130065,-38.48361698,-18.33794403,79.77191276
36,293.3397311,257,36.4421571,38.37846378,31.38999939,31.30770106,0.46665891,105.3133701,475.561741,-46.24372464,-21.9917462,79.76005504
37,293.3423358,257,37.22707127,38.37138353,34.80999871,34.67533619,0.475838722,103.0738713,475.9395377,-43.04617558,-20.4873769,79.7471064
38,293.3439941,257,37.67778218,38.36547095,37.14749909,37.14808825,0.485839111,101.8251838,477.2253439,-32.37879748,-15.45198276,79.73629284
39,293.3446615,261,37.76520103,38.36106295,38.44666545,38.71666215,0.4963866,101.5778068,477.861923,-27.07867429,-12.93986737,79.7282308
40,293.3447431,261,37.48669455,38.35861512,39.69199982,39.11147973,0.507285252,102.3259468,482.0036771,12.64058453,6.092808226,79.72375372
41,293.3443414,261,36.73120832,38.36072882,36.39000066,36.62334855,0.517766171,104.4363379,481.3947287,3.63868034,1.751641535,79.72761968
42,293.3439862,260,36.0491737,38.36255141,35.45000076,34.13997997,0.527710385,106.4172836,483.3931792,32.98732051,15.94584573,79.73095315
43,293.3440702,260,35.4150672,38.3671283,29.53399925,28.72412752,0.53641087,108.3356078,482.6143182,21.43218765,10.34348063,79.73932402
44,293.3436806,260,34.93440007,38.36928389,25.37600022,25.23029585,0.543827244,109.8323824,481.4083193,3.649203407,1.756756879,79.74326638
45,293.3432331,260,34.66887241,38.36863985,24.18000031,24.70250343,0.55068531,110.6717271,478.9330348,-18.34500914,-8.786030903,79.74208851
46,293.34373,260,34.95114674,38.36459444,26.78444375,26.8217617,0.557812295,109.7663397,477.2256546,-32.36507618,-15.44544466,79.73468976
47,293.3448508,260,35.38080102,38.35942866,29.56999969,29.49166458,0.565638911,108.4187682,477.1468827,-32.9511372,-15.7225324,79.7252417
48,293.3459914,259,35.75964729,38.35423723,31.66499965,31.95751834,0.574163974,107.2556363,476.4065678,-38.98884311,-18.57454093,79.71574644
49,293.3474094,259,36.14003772,38.34870633,34.6859993,34.42458696,0.583424709,106.1114176,478.3804396,-22.65404122,-10.8372502,79.70563001
50,293.3471399,259,35.88718561,38.34671871,34.66600037,34.73761994,0.593073905,106.8535134,480.8314615,-2.429177136,-1.168024792,79.70199442
51,293.3466344,259,35.44159681,38.34617268,33.52000046,34.14182107,0.602606585,108.1953866,479.5422187,-13.04742744,-6.256792301,79.70099567
52,293.3464977,259,35.31027559,38.34358567,34.51000023,34.84388606,0.612174226,108.5904458,478.7532633,-19.51724061,-9.343942633,79.69626366
53,293.3465257,259,35.24571998,38.34052149,35.55999756,35.82064867,0.621989251,108.7806449,478.6983465,-19.93177735,-9.541308862,79.69065874
54,293.3464612,259,35.12746187,38.33771978,36.41600037,36.59059944,0.632059044,109.1388838,479.2922663,-15.0023159,-7.190493985,79.68553385
55,293.346111,259,34.84978925,38.33592056,36.53444206,36.72901478,0.642257895,110.0033067,480.1841456,-7.629735651,-3.663678095,79.68224267
56,293.3455962,259,34.39011041,38.33591994,36.0444425,35.73844778,0.652377926,111.4736751,481.8656531,11.11315149,5.355046002,79.68224154
57,293.3451161,259,33.90317093,38.33750615,33.58899841,33.5187281,0.661979547,113.0794115,481.5530296,6.480636093,3.120769944,79.68514307
58,293.3445729,259,33.47325878,38.3380843,32.04999924,32.10066814,0.671072258,114.5334685,481.0812948,-0.263058394,-0.126552473,79.68620063
59,293.3440189,259,33.07984923,38.33807237,31.26999855,31.13975107,0.679863675,115.8955475,481.2294607,1.709736901,0.822775767,79.68617881
60,293.3435032,259,32.69730213,38.33895566,30.07999992,29.30224279,0.688312576,117.2541867,482.0478495,13.72531495,6.616258556,79.68779454
61,293.3430786,259,32.33972718,38.34102464,26.70999908,25.98840429,0.695991219,118.5570442,481.9348127,12.01721205,5.791512837,79.6915791
62,293.3426051,259,32.03871218,38.34263277,23.59000015,22.83524084,0.702767222,119.6759487,481.7333335,9.01868826,4.344602759,79.69452064
63,293.3420848,259,31.79424992,38.34340144,20.64699974,20.55166335,0.708728523,120.5985407,480.8156216,-2.518169684,-1.210775322,79.69592668
64,293.3415711,259,31.59953099,38.34361841,20.31999969,18.64629755,0.714293826,121.3423656,481.853443,10.7631882,5.186279292,79.69632354
65,293.3410563,259,31.42540292,38.34445025,14.69799957,14.29776237,0.718785557,122.0173703,481.0291596,-0.771571473,-0.371148377,79.6978451
66,293.3405217,259,31.3187893,38.3440676,13.23599949,12.9912149,0.722533492,122.431513,480.6412712,-3.962912452,-1.904739279,79.69714518
67,293.339997,259,31.23859647,38.34353495,13.0199995,12.57042449,0.726093429,122.7441027,480.6786524,-3.64823408,-1.753628241,79.69617088
68,293.3394687,259,31.15915546,38.34307676,12.21000004,10.57940703,0.729415414,123.0555713,480.7794799,-2.811725765,-1.351820051,79.69533278
69,293.3389352,259,31.10969382,38.34274884,6.986666362,4.956782254,0.731629191,123.2501646,480.8779423,-1.996348586,-0.96,79.69473296
70,293.3384019,259,31.13093919,38.34244568,7.65E-12,0,0.732103731,123.1650785,480.8774817,-1.996350498,-0.96,79.69417842
71,293.3378701,259,31.17234945,38.34214251,0,0,0.732103731,123.0004898,480.877021,-1.99635241,-0.96,79.69362388
72,293.3373399,259,31.21375968,38.34183934,0,0,0.732103731,122.836338,480.8765605,-1.996354322,-0.96,79.69306933
73,293.3368111,259,31.25516988,38.34153618,0,0,0.732103731,122.6726213,480.8760999,-1.996356235,-0.96,79.69251479
74,293.3362839,259,31.29658006,38.34123301,0,0,0.732103731,122.5093379,480.8756393,-1.996358147,-0.96,79.69196025
75,293.3357582,259,31.3379902,38.34092985,0,0,0.732103731,122.3464862,480.8751787,-1.996360059,-0.96,79.6914057
76,293.335234,259,31.37940032,38.34062668,0,0,0.732103731,122.1840644,480.8747182,-1.996361971,-0.96,79.69085116
77,293.3347113,259,31.4208104,38.34032352,0,0,0.732103731,122.0220708,480.8742576,-1.996363883,-0.96,79.69029661
78,293.33419,259,31.46222046,38.34002035,0,0,0.732103731,121.8605038,480.8737971,-1.996365794,-0.96,79.68974207
79,293.3336703,259,31.50363048,38.33971719,0,0,0.732103731,121.6993616,480.8733366,-1.996367706,-0.96,79.68918752
80,293.333152,259,31.54504048,38.33941403,0,0,0.732103731,121.5386427,480.8728761,-1.996369618,-0.96,79.68863297
81,293.3326353,259,31.58645044,38.33911086,0,0,0.732103731,121.3783452,480.8724156,-1.99637153,-0.96,79.68807843
82,293.33212,259,31.62786038,38.3388077,0,0,0.732103731,121.2184676,480.8719551,-1.996373442,-0.96,79.68752388
83,293.3316061,259,31.66927029,38.33850453,0,0,0.732103731,121.0590083,480.8714946,-1.996375353,-0.96,79.68696933
84,293.3310937,259,31.71068017,38.33820137,0,0,0.732103731,120.8999655,480.8710342,-1.996377265,-0.96,79.68641478
85,293.3305828,259,31.75209002,38.33789821,0,0,0.732103731,120.7413376,480.8705737,-1.996379177,-0.96,79.68586023
86,293.3300734,259,31.79349984,38.33759504,0,0,0.732103731,120.5831231,480.8701133,-1.996381088,-0.96,79.68530568
87,293.3295654,259,31.83490963,38.33729188,0,0,0.732103731,120.4253203,480.8696528,-1.996383,-0.96,79.68475113
88,293.3290588,259,31.87631939,38.33698872,0,0,0.732103731,120.2679276,480.8691924,-1.996384911,-0.96,79.68419658
89,293.3285537,259,31.91772912,38.33668556,0,0,0.732103731,120.1109434,480.868732,-1.996386823,-0.96,79.68364203
90,293.3280501,259,31.95913882,38.3363824,0,0,0.732103731,119.9543661,480.8682716,-1.996388734,-0.96,79.68308748
91,293.3275479,259,32.00054849,38.33607923,0,0,0.732103731,119.7981942,480.8678112,-1.996390646,-0.96,79.68253292
92,293.3270471,259,32.04195813,38.33577607,0,0,0.732103731,119.6424261,480.8673508,-1.996392557,-0.96,79.68197837
93,293.3265477,259,32.08336775,38.33547291,0,0,0.732103731,119.4870601,480.8668904,-1.996394468,-0.96,79.68142382
94,293.3260498,259,32.12477733,38.33516975,0,0,0.732103731,119.3320948,480.8664301,-1.996396379,-0.96,79.68086926
95,293.3255533,259,32.16618689,38.33486659,0,0,0.732103731,119.1775286,480.8659697,-1.996398291,-0.96,79.68031471
96,293.3250582,259,32.20759641,38.33456343,0,0,0.732103731,119.02336,480.8655094,-1.996400202,-0.96,79.67976015
97,293.3245645,259,32.24900591,38.33426027,0,0,0.732103731,118.8695874,480.8650491,-1.996402113,-0.96,79.6792056
98,293.3240722,259,32.29041537,38.33395711,0,0,0.732103731,118.7162093,480.8645887,-1.996404024,-0.96,79.67865104
99,293.3235813,259,32.33182481,38.33365395,0,0,0.732103731,118.5632242,480.8641284,-1.996405935,-0.96,79.67809648
100,293.3230919,259,32.37323421,38.33335079,0,0,0.732103731,118.4106306,480.8636681,-1.996407846,-0.96,79.67754193
101,293.3226038,259,32.41464359,38.33304763,0,0,0.732103731,118.258427,480.8632078,-1.996409757,-0.96,79.67698737
102,293.3221171,259,32.45605294,38.33274447,0,0,0.732103731,118.1066119,480.8627475,-1.996411668,-0.96,79.67643281
103,293.3216318,259,32.49746226,38.33244131,0,0,0.732103731,117.9551837,480.8622873,-1.996413579,-0.96,79.67587825
104,293.3211479,259,32.53887155,38.33213815,0,0,0.732103731,117.8041411,480.861827,-1.99641549,-0.96,79.67532369
105,293.3206654,259,32.5802808,38.33183499,0,0,0.732103731,117.6534826,480.8613668,-1.996417401,-0.96,79.67476913
106,293.3201842,259,32.62169003,38.33153183,0,0,0.732103731,117.5032066,480.8609065,-1.996419312,-0.96,79.67421457
107,293.3197044,259,32.66309923,38.33122868,0,0,0.732103731,117.3533118,480.8604463,-1.996421222,-0.96,79.67366001
108,293.319226,259,32.70450841,38.33092552,0,0,0.732103731,117.2037966,480.8599861,-1.996423133,-0.96,79.67310545
109,293.318749,259,32.74591755,38.33062236,0,0,0.732103731,117.0546597,480.8595259,-1.996425044,-0.96,79.67255089
110,293.3182733,259,32.78732666,38.3303192,0,0,0.732103731,116.9058997,480.8590657,-1.996426955,-0.96,79.67199632
111,293.317799,259,32.82873574,38.33001604,0,0,0.732103731,116.757515,480.8586055,-1.996428865,-0.96,79.67144176
112,293.317326,259,32.87014479,38.32971289,0,0,0.732103731,116.6095042,480.8581453,-1.996430776,-0.96,79.6708872
113,293.3168544,259,32.91155382,38.32940973,0,0,0.732103731,116.4618661,480.8576851,-1.996432686,-0.96,79.67033263
114,293.3163841,259,32.95296281,38.32910657,0,0,0.732103731,116.3145991,480.857225,-1.996434597,-0.96,79.66977807
115,293.3159152,259,32.99437177,38.32880342,0,0,0.732103731,116.1677018,480.8567648,-1.996436507,-0.96,79.6692235
116,293.3154476,259,33.03578071,38.32850026,0,0,0.732103731,116.0211729,480.8563047,-1.996438418,-0.96,79.66866893
117,293.3149813,259,33.07718961,38.3281971,0,0,0.732103731,115.875011,480.8558445,-1.996440328,-0.96,79.66811437
118,293.3145164,259,33.11859849,38.32789395,0,0,0.732103731,115.7292147,480.8553844,-1.996442238,-0.96,79.6675598
119,293.3140528,259,33.16000734,38.32759079,0,0,0.732103731,115.5837826,480.8549243,-1.996444149,-0.96,79.66700523
120,293.3135905,259,33.20141615,38.32728764,0,0,0.732103731,115.4387134,480.8544642,-1.996446059,-0.96,79.66645067
121,293.3131295,259,33.24282494,38.32698448,0,0,0.732103731,115.2940057,480.8540041,-1.996447969,-0.96,79.6658961
122,293.3126699,259,33.2842337,38.32668133,0,0,0.732103731,115.1496582,480.853544,-1.99644988,-0.96,79.66534153
123,293.3122115,259,33.32564243,38.32637817,0,0,0.732103731,115.0056695,480.8530839,-1.99645179,-0.96,79.66478696
124,293.3117545,259,33.36705112,38.32607502,0,0,0.732103731,114.8620382,480.8526239,-1.9964537,-0.96,79.66423239
125,293.3112988,259,33.40845979,38.32577186,0,0,0.732103731,114.7187632,480.8521638,-1.99645561,-0.96,79.66367782
126,293.3108443,259,33.44986843,38.32546871,0,0,0.732103731,114.5758429,480.8517037,-1.99645752,-0.96,79.66312325
127,293.3103912,257,33.49127704,38.32516555,0,0,0.732103731,114.4332762,480.8512437,-1.99645943,-0.96,79.66256867
128,293.3099394,257,33.53268562,38.3248624,0,0,0.732103731,114.2910617,480.8507837,-1.99646134,-0.96,79.6620141
129,293.3094888,257,33.57409417,38.32455925,0,0,0.732103731,114.149198,480.8503237,-1.99646325,-0.96,79.66145953
130,293.3090396,257,33.6155027,38.32425609,0,0,0.732103731,114.007684,480.8498636,-1.99646516,-0.96,79.66090496
131,293.3085916,257,33.65691119,38.32395294,0,0,0.732103731,113.8665183,480.8494036,-1.99646707,-0.96,79.66035038
132,293.3081449,257,33.69831965,38.32364979,0,0,0.732103731,113.7256996,480.8489436,-1.99646898,-0.96,79.65979581
133,293.3076995,257,33.73972808,38.32334664,0,0,0.732103731,113.5852267,480.8484837,-1.99647089,-0.96,79.65924123
134,293.3072553,257,33.78113649,38.32304348,0,0,0.732103731,113.4450983,480.8480237,-1.9964728,-0.96,79.65868666
135,293.3068124,257,33.82254486,38.32274033,0,0,0.732103731,113.305313,480.8475637,-1.996474709,-0.96,79.65813208
136,293.3063708,257,33.8639532,38.32243718,0,0,0.732103731,113.1658698,480.8471038,-1.996476619,-0.96,79.6575775
137,293.3059304,257,33.90536152,38.32213403,0,0,0.732103731,113.0267672,480.8466438,-1.996478529,-0.96,79.65702293
138,293.3054913,257,33.9467698,38.32183088,0,0,0.732103731,112.8880041,480.8461839,-1.996480438,-0.96,79.65646835
139,293.3050535,257,33.98817806,38.32152772,0,0,0.732103731,112.7495792,480.8457239,-1.996482348,-0.96,79.65591377
140,293.3046168,257,34.02958629,38.32122457,0,0,0.732103731,112.6114912,480.845264,-1.996484258,-0.96,79.65535919
141,293.3041815,257,34.07099448,38.32092142,0,0,0.732103731,112.473739,480.8448041,-1.996486167,-0.96,79.65480461
142,293.3037474,257,34.11240265,38.32061827,0,0,0.732103731,112.3363214,480.8443442,-1.996488077,-0.96,79.65425003
143,293.3033145,257,34.15381079,38.32031512,0,0,0.732103731,112.199237,480.8438843,-1.996489986,-0.96,79.65369545
144,293.3028828,257,34.1952189,38.32001197,0,0,0.732103731,112.0624848,480.8434244,-1.996491896,-0.96,79.65314087
145,293.3024524,257,34.23662697,38.31970882,0,0,0.732103731,111.9260634,480.8429646,-1.996493805,-0.96,79.65258629
146,293.3020232,257,34.27803502,38.31940567,0,0,0.732103731,111.7899718,480.8425047,-1.996495715,-0.96,79.65203171
147,293.3015953,257,34.31944304,38.31910252,0,0,0.732103731,111.6542086,480.8420448,-1.996497624,-0.96,79.65147713
148,293.3011686,257,34.36085103,38.31879937,0,0,0.732103731,111.5187727,480.841585,-1.996499533,-0.96,79.65092254
149,293.300743,257,34.40225899,38.31849622,0,0,0.732103731,111.383663,480.8411251,-1.996501443,-0.96,79.65036796
150,293.3003187,257,34.44366692,38.31819307,0,0,0.732103731,111.2488782,480.8406653,-1.996503352,-0.96,79.64981338
151,293.2998956,257,34.48507482,38.31788992,0,0,0.732103731,111.1144172,480.8402055,-1.996505261,-0.96,79.64925879
152,293.2994737,257,34.5264827,38.31758678,0,0,0.732103731,110.9802789,480.8397457,-1.99650717,-0.96,79.64870421
153,293.2990531,257,34.56789054,38.31728363,0,0,0.732103731,110.8464619,480.8392859,-1.996509079,-0.96,79.64814962
154,293.2986336,257,34.60929835,38.31698048,0,0,0.732103731,110.7129653,480.8388261,-1.996510989,-0.96,79.64759503
155,293.2982153,257,34.65070613,38.31667733,0,0,0.732103731,110.5797878,480.8383663,-1.996512898,-0.96,79.64704045
156,293.2977982,257,34.69211389,38.31637418,0,0,0.732103731,110.4469284,480.8379065,-1.996514807,-0.96,79.64648586
157,293.2973823,253,34.73352161,38.31607104,0,0,0.732103731,110.3143858,480.8374467,-1.996516716,-0.96,79.64593127
158,293.2969676,253,34.77492931,38.31576789,0,0,0.732103731,110.182159,480.836987,-1.996518625,-0.96,79.64537669
159,293.296554,253,34.81633697,38.31546474,0,0,0.732103731,110.0502467,480.8365272,-1.996520534,-0.96,79.6448221
160,293.2961417,253,34.85774461,38.31516159,0,0,0.732103731,109.918648,480.8360675,-1.996522443,-0.96,79.64426751
161,293.2957305,253,34.89915221,38.31485845,0,0,0.732103731,109.7873616,480.8356077,-1.996524352,-0.96,79.64371292
162,293.2953205,253,34.94055979,38.3145553,0,0,0.732103731,109.6563865,480.835148,-1.996526261,-0.96,79.64315833
163,293.2949117,253,34.98196734,38.31425216,0,0,0.732103731,109.5257216,480.8346883,-1.99652817,-0.96,79.64260374
164,293.294504,253,35.02337485,38.31394901,0,0,0.732103731,109.3953657,480.8342285,-1.996530078,-0.96,79.64204914
165,293.2940975,253,35.06478234,38.31364586,0,0,0.732103731,109.2653178,480.8337688,-1.996531987,-0.96,79.64149455
166,293.2936921,253,35.1061898,38.31334272,0,0,0.732103731,109.1355768,480.8333091,-1.996533896,-0.96,79.64093996
167,293.2932879,253,35.14759723,38.31303957,0,0,0.732103731,109.0061415,480.8328495,-1.996535805,-0.96,79.64038537
168,293.2928849,253,35.18900463,38.31273643,0,0,0.732103731,108.877011,480.8323898,-1.996537713,-0.96,79.63983077
169,293.292483,253,35.230412,38.31243328,0,0,0.732103731,108.7481841,480.8319301,-1.996539622,-0.96,79.63927618
170,293.2920823,253,35.27181934,38.31213014,0,0,0.732103731,108.6196597,480.8314704,-1.996541531,-0.96,79.63872158
171,293.2916827,253,35.31322665,38.31182699,0,0,0.732103731,108.4914369,480.8310108,-1.996543439,-0.96,79.63816699
172,293.2912842,253,35.35463393,38.31152385,0,0,0.732103731,108.3635145,480.8305511,-1.996545348,-0.96,79.63761239
173,293.2908869,253,35.39604118,38.31122071,0,0,0.732103731,108.2358914,480.8300915,-1.996547256,-0.96,79.6370578
174,293.2904907,253,35.4374484,38.31091756,0,0,0.732103731,108.1085668,480.8296319,-1.996549165,-0.96,79.6365032
175,293.2900957,253,35.47885559,38.31061442,0,0,0.732103731,107.9815394,480.8291722,-1.996551073,-0.96,79.6359486
176,293.2897017,253,35.52026275,38.31031127,0,0,0.732103731,107.8548082,480.8287126,-1.996552982,-0.96,79.63539401
177,293.2893089,253,35.56166989,38.31000813,0,0,0.732103731,107.7283723,480.828253,-1.99655489,-0.96,79.63483941
178,293.2889173,253,35.60307699,38.30970499,0,0,0.732103731,107.6022306,480.8277934,-1.996556799,-0.96,79.63428481
179,293.2885267,253,35.64448407,38.30940185,0,0,0.732103731,107.476382,480.8273338,-1.996558707,-0.96,79.63373021
180,293.2881372,253,35.68589111,38.3090987,0,0,0.732103731,107.3508255,480.8268742,-1.996560616,-0.96,79.63317561
181,293.2877489,253,35.72729812,38.30879556,0,0,0.732103731,107.2255602,480.8264147,-1.996562524,-0.96,79.63262101
182,293.2873617,253,35.76870511,38.30849242,0,0,0.732103731,107.100585,480.8259551,-1.996564432,-0.96,79.63206641
183,293.2869756,253,35.81011206,38.30818928,0,0,0.732103731,106.9758989,480.8254955,-1.99656634,-0.96,79.63151181
184,293.2865905,253,35.85151899,38.30788614,0,0,0.732103731,106.8515009,480.825036,-1.996568249,-0.96,79.6309572
185,293.2862066,253,35.89292589,38.30758299,0,0,0.732103731,106.72739,480.8245764,-1.996570157,-0.96,79.6304026
186,293.2858238,253,35.93433275,38.30727985,0,0,0.732103731,106.6035652,480.8241169,-1.996572065,-0.96,79.629848
187,293.285442,253,35.97573959,38.30697671,0,0,0.732103731,106.4800256,480.8236574,-1.996573973,-0.96,79.6292934
188,293.2850614,253,36.0171464,38.30667357,0,0,0.732103731,106.35677,480.8231979,-1.996575881,-0.96,79.62873879
189,293.2846818,253,36.05855318,38.30637043,0,0,0.732103731,106.2337977,480.8227383,-1.996577789,-0.96,79.62818419
190,293.2843033,253,36.09995993,38.30606729,0,0,0.732103731,106.1111075,480.8222788,-1.996579697,-0.96,79.62762958
191,293.2839259,253,36.14136665,38.30576415,0,0,0.732103731,105.9886986,480.8218193,-1.996581605,-0.96,79.62707498
192,293.2835496,253,36.18277333,38.30546101,0,0,0.732103731,105.8665699,480.8213598,-1.996583513,-0.96,79.62652037
193,293.2831744,253,36.22417999,38.30515787,0,0,0.732103731,105.7447204,480.8209004,-1.996585421,-0.96,79.62596576
194,293.2828003,253,36.26590911,38.30485158,0,0.045295871,0.732105912,105.6222014,480.8138915,-2.050415141,-0.985868083,79.62540539
195,293.2824284,253,36.30817685,38.30452018,0.274545453,0.670406545,0.732166364,105.4983299,480.7348094,-2.696707576,-1.296401203,79.62479909
196,293.2820718,253,36.3636673,38.30394386,3.019999981,2.621690892,0.732633977,105.335756,480.5559468,-4.16060062,-1.99940137,79.62374467
197,293.2817192,253,36.40431633,38.30332393,3.7099998,3.6618199,0.733518833,105.2164353,480.5583114,-4.13342927,-1.98635379,79.62261047
198,293.2813685,253,36.43456806,38.30269185,4.420000076,4.386932032,0.734644618,105.1273389,480.5706382,-4.024175815,-1.93390074,79.62145404
199,293.2810154,253,36.45109352,38.30210448,4.74666659,4.760926745,0.735922941,105.078067,480.6167965,-3.637240621,-1.748118935,79.62037941
200,293.280663,253,36.46324006,38.30152318,4.79444419,5.045604734,0.737271999,105.0414695,480.4965404,-4.619005745,-2.21941628,79.61931588
201,293.2803268,253,36.49155234,38.30076167,5.853333155,5.831495177,0.738786807,104.9578854,480.4754805,-4.782723848,-2.297981539,79.61792262
202,293.2799834,253,36.49934689,38.30009041,6.159999847,6.194454001,0.740468146,104.9336322,480.5779097,-3.931984711,-1.889624994,79.61669449
203,293.279631,253,36.48766779,38.29954906,6.06799984,6.131135513,0.742188788,104.9657361,480.6750591,-3.126293587,-1.502731355,79.61570405
204,293.279267,253,36.45121824,38.29924422,5.669999917,4.305534098,0.743767241,105.0698607,480.8119623,-1.996622537,-0.96,79.61514631
205,293.278904,253,36.47006052,38.29894109,2.35E-10,0,0.744214163,105.0147451,480.8115029,-1.996624445,-0.96,79.61459169
206,293.278542,253,36.51079275,38.29863795,0,0,0.744214163,104.8967581,480.8110435,-1.996626352,-0.96,79.61403708
207,293.2781832,253,36.55520619,38.2982901,0,0.98382906,0.744261559,104.7683602,480.5838375,-3.860723005,-1.855401077,79.61340063
