Time,In/Temperature (BMS ECM/Power Limits),road_slope,In/Specific Consumption Avg (BMS Monitor),In/Energy (BMS Monitor),In/Desired Velocity (Vehicle Monitor),In/Actual Velocity (Vehicle Monitor),In/Distance (Vehicle Monitor),In/Range (BMS Monitor),In/Voltage (BMS Monitor),In/Current (BMS Monitor),In/Power (BMS Monitor),In/SoC (BMS Monitor)
15,293.1735712,248,31.70816218,38.44648192,39,39.41938986,0.133889271,121.2510574,480.072104,-9.87224053,-4.739387283,79.88442369
16,293.1736534,248,32.47814247,38.44494196,39,39.36275679,0.144830479,118.3717388,480.0192813,-10.28630382,-4.937624167,79.88160845
17,293.1737,248,33.12522684,38.44364779,39,39.18060141,0.155752493,116.0555005,480.8157915,-3.74052642,-1.798504171,79.87924252
18,293.1736509,248,33.37563625,38.44315406,38.25,38.56471164,0.166541809,115.1832845,481.0278797,-1.99572632,-0.96,79.8783399
19,293.1736249,247,33.75948034,38.44238637,38,38.13846589,0.177202972,113.8713807,480.8933871,-3.088827335,-1.48539664,79.87693645
20,293.1735724,247,33.90835039,38.44251173,37.33333333,37.09450551,0.187683049,113.3718134,481.8099829,7.935726982,3.823512481,79.87716563
21,293.1735363,247,33.99690555,38.44329691,35.44444444,35.58442676,0.197744702,113.078812,480.9422698,-2.699310295,-1.29821242,79.87860106
22,293.1734832,246,32.9773345,38.44301719,35,34.81094246,0.207539938,116.5740584,481.4627391,2.818019416,1.356771347,79.87808968
23,293.1734212,246,31.64176006,38.44330545,33.66666667,33.64748143,0.217033774,121.4954711,481.0791148,-1.577555532,-0.758929019,79.87861668
24,293.1734027,246,30.44667198,38.44390885,33,32.10068206,0.226235413,126.2663745,482.3845625,16.35452047,7.8891682,79.87971978
25,293.1735078,247,29.34525171,38.44629518,29.4,28.76792853,0.234674453,131.0136834,482.0795801,11.81669505,5.696587387,79.88408231
26,293.1734945,247,28.47017392,38.44755274,26.71428571,26.40361671,0.242298622,135.0450223,481.4612294,2.695482588,1.29777036,79.88638126
27,293.1734315,247,27.76590408,38.44758887,25.5,25.3164585,0.249460545,138.4705096,480.8947238,-3.142023457,-1.510982503,79.88644733
28,293.1733773,244,27.18801913,38.44717291,25,24.64668896,0.256410126,141.4121887,481.1909044,-0.708804668,-0.341070359,79.88568691
29,293.1734832,244,26.94497226,38.44608678,24,24.53629137,0.263164776,142.6837126,478.3769691,-23.76404931,-11.36817388,79.88370132
30,293.1747944,244,27.95378209,38.44142861,27.5,27.07445731,0.270331372,137.5178088,477.8271627,-28.21493617,-13.48186289,79.8751855
31,293.1755588,246,28.46879273,38.43782136,29,28.74746193,0.278111863,135.0173916,479.1163652,-17.60154686,-8.433189152,79.86859077
32,293.1758807,246,28.53537823,38.43532396,29.44444444,29.61929211,0.28621486,134.6935851,478.9729341,-18.74680435,-8.979211883,79.86402497
33,293.1762582,246,28.61204127,38.43270696,30.77777778,30.51566449,0.294594481,134.3235409,480.1086309,-9.403574318,-4.514737192,79.85924044
34,293.1762143,246.6666667,28.01982096,38.43215736,30,29.94539928,0.303016938,137.1606101,481.2578225,0.044789892,0.021555486,79.85823564
35,293.1761466,247,27.35735307,38.43250238,29,28.63462095,0.311178557,140.4832634,481.6745194,6.165052986,2.969548934,79.85886642
36,293.1760933,247,26.77925019,38.43294804,27,27.16784602,0.318882214,143.5176406,481.0125346,-1.995789987,-0.96,79.85968121
37,293.1761328,247,26.55817599,38.43165329,27,27.19787448,0.326411783,144.7074276,479.6578976,-13.08589859,-6.276754608,79.85731407
38,293.1766147,247,26.80472243,38.42879055,28,28.36999706,0.334089475,143.365747,477.6641504,-29.39680594,-14.04180033,79.85208016
39,293.1784327,247,27.75502833,38.42332848,31,31.08743779,0.342330167,138.4373599,476.3242727,-40.3166897,-19.2038179,79.8420937
40,293.1816127,247,29.06631712,38.41620146,34,34.50283714,0.351406235,132.1674201,473.9030948,-60.08566408,-28.47478216,79.82906274
41,293.187058,249,30.82075865,38.40689019,39,38.69593385,0.361613816,124.613708,475.5997101,-46.06623241,-21.90908678,79.81203734
42,293.1889597,249,31.41404264,38.40127049,40.33333333,40.77677462,0.372673518,122.2423708,477.0893947,-33.78160247,-16.11684427,79.80176146
43,293.1908518,249,31.92530537,38.39566782,42,42.74467769,0.384254719,120.2671905,475.6422006,-45.5841597,-21.68175003,79.79151639
44,293.1944126,249,32.8641597,38.3880331,45,45.51202081,0.396508565,116.8081991,474.9241568,-51.38462673,-24.40380052,79.77755501
45,293.1974357,249,33.52782071,38.38104247,47.6,47.84057956,0.409510185,114.4752079,477.3344912,-31.52946544,-15.05010134,79.76477093
46,293.1983158,249,33.40966873,38.37704095,48,48.80529204,0.422935544,114.8680678,477.6315849,-29.04351969,-13.87210234,79.75745295
47,293.199568,249,33.43481036,38.37234561,49.4,50.00842222,0.436660758,114.7676485,477.522581,-29.88082572,-14.26876902,79.74886592
48,293.2005735,249,33.33890372,38.36808542,50.4,50.97892457,0.450695359,115.0850242,478.0926958,-25.15165976,-12.02482482,79.7410745
49,293.201269,250,33.10188158,38.36443493,51,51.64058714,0.464950556,115.898049,478.2449407,-23.857961,-11.40994914,79.73439802
50,293.201706,250,32.70708441,38.3615551,51.66666667,51.94494912,0.479367729,117.2882138,480.576261,-4.695293911,-2.256446792,79.72913093
51,293.2015674,250,31.82565471,38.36157324,50.44444444,51.0080701,0.493659728,120.536635,480.6065923,-4.446644943,-2.137086873,79.7291641
52,293.2014652,251,31.04158039,38.36164427,50,50.02497443,0.50772842,123.5814794,482.0164869,12.76192228,6.151456944,79.72929402
53,293.2014459,251,30.23491241,38.36371386,48,48.0456674,0.52134689,126.8854804,481.9810982,12.1956958,5.878094856,79.73307921
54,293.2013706,251,29.51028465,38.36522777,46.25,46.34337466,0.534443329,130.0062952,481.5652376,6.046593242,2.911829111,79.73584808
55,293.2013176,252,28.84246843,38.36677922,45,44.54569175,0.547105802,133.0218296,482.519582,20.04673271,9.672941088,79.73868557
56,293.2015661,252,28.19784522,38.37039152,42.11111111,41.29878569,0.559060025,136.0756158,483.145234,29.16755353,14.09216447,79.74529212
57,293.201899,252,27.62261975,38.37438285,38.11111111,37.47447501,0.56998133,138.9237632,482.5604121,20.47889963,9.882306247,79.75259174
58,293.2019836,252,27.13739765,38.37717811,35,34.28452752,0.579942759,141.4180483,482.3032061,16.63459854,8.022920209,79.7577038
59,293.202186,252,26.70059998,38.38046209,32,30.25043206,0.588988796,143.7438189,483.3941922,32.6058366,15.76147204,79.76370954
60,293.2025433,252,26.32858298,38.38447295,25.6,24.6136097,0.59654837,145.7901209,482.2114061,15.1231649,7.292562613,79.77104447
61,293.2024861,252,26.06269301,38.38621448,22,21.024915,0.602865192,147.2841447,481.7480333,8.270320091,3.984210439,79.77422926
62,293.2023787,252,25.85251675,38.38740475,19,17.41258251,0.608249694,148.4861421,481.7224341,7.867521912,3.789961806,79.77640593
63,293.2022432,252,25.70933226,38.3879952,14,12.42938946,0.612400289,149.3154113,481.1940561,0.084191125,0.040512269,79.7774857
64,293.2021002,252,25.64732981,38.38771007,9,7.352256438,0.615148815,149.6752697,480.9446216,-1.996071807,-0.96,79.77696428
65,293.2019573,252,25.63850209,38.38740687,4,3.392960499,0.616543213,149.7256226,480.944164,-1.996073706,-0.96,79.77640981
66,293.2018151,252,25.65545065,38.38709831,3.1,2.561021476,0.61733863,149.6255078,480.8812077,-2.508794963,-1.206432352,79.77584554
67,293.2016797,252,25.69718165,38.38665961,3,2.741092928,0.61804329,149.3808159,480.7226456,-3.804322046,-1.828823759,79.77504328
68,293.2015661,252,25.77565009,38.38592999,4.714285714,4.152425054,0.618992436,148.9232274,480.5194139,-5.462746992,-2.624955983,79.77370901
69,293.2014625,252,25.853598,38.38510045,6,5.359256645,0.62033479,148.4710192,480.6184537,-4.63989839,-2.23002079,79.772192
70,293.2015733,252,26.03947658,38.38351862,6,7.861141871,0.621981382,147.4051082,477.4280806,-30.79627185,-14.70300496,79.76929923
71,293.2057501,252,27.19511485,38.37537078,18.84210526,17.13318314,0.625511361,141.1112658,475.0811228,-49.9576865,-23.7339538,79.75439851
72,293.2076206,252,27.84047069,38.36982539,21.47368421,21.16767555,0.630930171,137.8203185,478.4097582,-22.57682607,-10.8009739,79.74425673
73,293.2084095,251,28.15042157,38.36614718,22,23.30596983,0.637049568,136.2897784,475.9816874,-42.4572236,-20.20886094,79.73752961
74,293.2119109,251,29.01775134,38.35855136,28,27.90090109,0.644184857,132.1899513,476.0646325,-41.68697253,-19.84569325,79.72363711
75,293.2132398,251,29.3874978,38.3537797,30,30.23818016,0.652316919,130.5105319,478.9002256,-18.3567685,-8.791060573,79.7149096
76,293.2141083,250,29.55760968,38.35014893,30,31.71396129,0.660846367,129.7471255,474.9672654,-50.59240326,-24.02973543,79.70826866
77,293.2190786,250,30.47730169,38.34119258,36.11111111,36.03201359,0.670291399,125.8024512,475.9570713,-42.36403578,-20.1634624,79.6918863
78,293.220665,250,30.79359253,38.33590136,37,38.10178941,0.680589507,124.4931111,476.1724887,-40.53214351,-19.30029165,79.68220755
79,293.2232545,248,31.26790775,38.3292492,40,40.71110907,0.691540076,122.5833513,476.0596459,-41.37935138,-19.69903937,79.67003898
80,293.2262113,248,31.74493485,38.32225636,42,43.31871478,0.703176622,120.7192786,473.4939604,-62.36180672,-29.52793884,79.65724671
81,293.2326938,248,32.62506848,38.31196169,46.6,47.1858108,0.715761327,117.4310537,473.7677755,-59.99790526,-28.42507411,79.63841342
82,293.236847,248,33.16476696,38.30361949,49,49.93605411,0.729267391,115.4949152,474.7255427,-52.03589532,-24.70276865,79.62315121
83,293.2402809,248,33.55940817,38.29597747,51.25,52.19170694,0.743463188,114.1139834,475.3377464,-46.91804426,-22.30191742,79.6091694
84,293.2431448,248,33.83456652,38.28893783,53,54.07456756,0.758223066,113.1651496,475.1747166,-48.17404614,-22.89108872,79.59628917
85,293.2465187,249,34.14836566,38.28133677,55,56.03266342,0.77351445,112.1029836,474.7358656,-51.69001003,-24.53910165,79.58238117
86,293.2499033,249,34.42769555,38.27372513,57,57.87611546,0.789347606,111.1713245,475.6462523,-44.12109178,-20.98603195,79.56845321
87,293.2523008,249,34.54201688,38.26720297,58.22222222,59.28012053,0.805616963,110.7845066,475.3466882,-46.50482559,-22.10591483,79.55651836
88,293.2551832,249,34.70349506,38.26011152,60,60.79906206,0.82230275,110.2485829,475.9258016,-41.66216324,-19.82809844,79.54354128
89,293.2567366,251,34.63895106,38.25474085,61,61.72186576,0.839339694,110.4385083,477.8544423,-25.74852357,-12.30404637,79.53371282
90,293.2570762,251,34.31592759,38.25155846,61,61.87059893,0.856514395,111.4688168,478.7723697,-18.16602612,-8.697391373,79.52788883
91,293.2572026,251,33.94076668,38.24894024,61,61.82496873,0.873695862,112.6932123,478.9392798,-16.76202306,-8.027991254,79.52309724
92,293.2574803,252,33.62213647,38.24595084,61,61.91093644,0.890866878,113.7522919,477.635599,-27.4385487,-13.10562764,79.51762626
93,293.2584147,252,33.46936405,38.24152655,62,62.49892303,0.90815221,114.2583005,478.0245316,-24.18821778,-11.56256148,79.50952908
94,293.2588174,252,33.20346394,38.23816818,62,62.69283638,0.925539383,115.1631897,478.0467285,-23.96446487,-11.45613403,79.50338259
95,293.2596925,250,33.04371941,38.23387363,62.5,63.21043292,0.943010331,115.706931,476.4877612,-36.72391979,-17.49849832,79.49552253
96,293.2617681,250,33.07530964,38.22771886,63.875,64.29256699,0.960717998,115.577811,476.1352355,-39.54721934,-18.82982459,79.4842575
97,293.2633444,250,33.02558393,38.22225588,64.77777778,65.13650021,0.978706198,115.7352916,477.3499519,-29.49741066,-14.08058756,79.47425832
98,293.2641201,251,32.84302413,38.21808102,65,65.55620508,0.996857934,116.3659012,477.395307,-29.07353728,-13.87957025,79.46661666
99,293.264921,251,32.66560625,38.21387855,65.66666667,65.97420741,1.015137329,116.9850584,478.3843048,-20.89307306,-9.994918234,79.45892428
100,293.2649715,251,32.32186829,38.21144961,65.33333333,65.80470881,1.033448009,118.2216612,479.3263428,-13.11992882,-6.288727499,79.45447816
101,293.264792,250,31.89591268,38.21004033,65,65.30790063,1.051673439,119.7960401,480.7404434,-1.479298749,-0.711158737,79.45189848
102,293.2645509,250,31.37248756,38.21116537,64,63.79951546,1.06964821,121.7983282,482.4261462,22.11812269,10.67036069,79.45395785
103,293.2645272,250,30.86235295,38.21426288,61.33333333,61.46696644,1.087018786,123.8216118,481.6541936,10.69726663,5.15238333,79.45962777
104,293.2642616,252.4,30.43379265,38.21460958,60,60.36386294,1.103904944,125.5663729,479.6062257,-10.85835022,-5.207732366,79.4602624
105,293.2641441,253,30.08468959,38.21426339,60,59.44006826,1.120605699,127.0222957,482.5216886,23.45453567,11.31732216,79.4596287
106,293.264186,253,29.64702839,38.21758944,57,56.98133198,1.136739465,128.9086681,481.4658228,7.853425981,3.781156202,79.46571686
107,293.2638777,253,29.25976139,38.21834586,55.85714286,55.71710097,1.152388364,130.6174215,481.2396971,4.511292956,2.171013256,79.46710143
108,293.2635622,253,28.89613863,38.21867855,54.66666667,54.63305569,1.167701721,132.2622342,480.5961616,-2.772070308,-1.33224635,79.46771038
109,293.2633042,252.8,28.60396419,38.2177756,54,54.07796016,1.182785903,133.6100666,479.5309242,-11.51616447,-5.522356992,79.46605761
110,293.2632509,252,28.41814512,38.21570971,54,53.97774437,1.197789465,134.4764394,479.1347294,-14.74690338,-7.065753563,79.46227613
111,293.2632439,252,28.25156849,38.21346991,54,53.9458926,1.212779919,135.2614101,479.210189,-14.09893554,-6.756353565,79.45817627
112,293.2631182,252,28.04460662,38.21178275,53.88888889,53.70258693,1.227745905,136.253588,480.4575901,-3.825569706,-1.838024002,79.45508796
113,293.2627983,253,27.73432527,38.21169273,53,52.80617191,1.242545526,137.777618,481.0055446,1.215241357,0.584537831,79.45492318
114,293.2625145,253,27.46237086,38.21132562,52,52.04318664,1.257085791,139.1406656,479.673133,-10.26717589,-4.924888425,79.45425119
115,293.2623394,253,27.26300268,38.20989878,52,51.73022273,1.271512558,140.1529363,480.6861544,-1.923624527,-0.924659676,79.45163936
116,293.2620199,256,26.98080988,38.21000879,51,50.75742428,1.285750989,141.6192063,481.0201863,1.467860383,0.706070475,79.45184075
117,293.2617338,256,26.73534553,38.20968518,50,49.99670661,1.299722134,142.9182396,479.7350898,-9.73740443,-4.671374589,79.45124837
118,293.2616241,256.9,26.59134023,38.20786912,50,49.88902385,1.313590297,143.6853832,479.314629,-13.17047405,-6.312800881,79.44792404
119,293.261571,257,26.46838862,38.20581663,50,49.88256406,1.327446698,144.3450797,479.2453079,-13.7147398,-6.572724699,79.44416689
120,293.2615276,257,26.35067671,38.20372768,50,49.89147646,1.341304104,144.9819604,479.232869,-13.79106509,-6.60913169,79.44034294
121,293.2614853,256.375,26.23562437,38.20163457,50,49.90189279,1.355164299,145.6097786,479.2295442,-13.79243335,-6.60974155,79.43651135
122,293.2613586,256,26.08977237,38.19999655,50,49.71844214,1.369018573,146.4175157,480.6067046,-2.45392162,-1.179371183,79.43351281
123,293.2610731,256,25.87389595,38.19955582,49,49.02029533,1.382714773,147.6374331,479.7488067,-9.498990927,-4.557129562,79.43270599
124,293.2609534,254.0909091,25.74827496,38.19779178,49,48.91293257,1.396311869,148.3508772,479.3477774,-12.77290456,-6.122663413,79.42947672
125,293.2608863,253,25.64130263,38.19580208,49,48.90451106,1.409896875,148.9620189,479.2813569,-13.29408783,-6.371608452,79.42583429
126,293.2607431,253,25.50434693,38.19427701,49,48.68729379,1.423472206,149.7559499,480.8004041,-0.791180551,-0.380399929,79.42304243
127,293.260429,253,25.28357508,38.19449032,47.88888889,47.67714276,1.436855693,151.0644368,480.9266118,0.435523701,0.209454938,79.42343291
128,293.2601143,248,25.0725602,38.1945786,47,46.72978558,1.449970003,152.3361727,480.9906301,1.375013217,0.661368474,79.42359453
129,293.2598277,248,24.88896355,38.19429694,46,45.97610357,1.462823339,153.4587685,479.8220976,-8.831171216,-4.237391097,79.4230789
130,293.2596853,248,24.78515452,38.19265485,46,45.87319082,1.475575457,154.094883,479.4467326,-11.89553858,-5.703277106,79.42007278
131,293.2596924,243,24.72112267,38.19044789,46,46.04018059,1.48832488,154.4850871,478.3920574,-20.53549518,-9.824017788,79.41603252
132,293.2600577,241.3333333,24.72660516,38.18717844,47,46.73068463,1.501217255,154.4376116,478.7282357,-17.73246216,-8.489030326,79.41004709
133,293.2600738,238,24.66480275,38.18489686,47,46.90678699,1.514229228,154.8153344,479.2412389,-13.48831015,-6.464154469,79.40587008
134,293.2600055,238,24.58357088,38.18292231,47,46.94042227,1.527264677,155.3188611,479.3274991,-12.75492624,-6.113786893,79.40225516
135,293.2599351,238,24.50300628,38.18095719,47,46.96940101,1.540306169,155.8215215,479.2188238,-13.62363722,-6.528703406,79.39865744
136,293.2599932,238,24.4514765,38.17855595,47.11111111,47.20296942,1.553372702,156.140084,478.3664661,-20.59855134,-9.853656213,79.39426122
137,293.2604822,236,24.47262311,38.17499344,48,48.00171448,1.566587538,155.9906074,477.7336253,-25.75541572,-12.30422812,79.38773885
138,293.2610526,236,24.50011134,38.17126431,49,48.83443946,1.58005077,155.8003708,478.5172566,-19.2695903,-9.220831485,79.38091127
139,293.2610254,236,24.41733952,38.16925369,49,48.83774644,1.593641338,156.3202808,480.4425123,-3.422582186,-1.644353984,79.37723002
140,293.2607396,235,24.24941948,38.16880215,48,48.14913707,1.607095608,157.4008902,479.7452811,-9.146865945,-4.388165774,79.37640328
141,293.2606059,235,24.15420289,38.16710685,48,48.0320352,1.620449476,158.0143507,479.3625123,-12.27143322,-5.882465058,79.37329931
142,293.2605207,235,24.07401541,38.16519508,48,48.01218576,1.633788195,158.5327351,479.2977285,-12.78010323,-6.125474448,79.36979896
143,293.2603756,235,23.97431113,38.16362864,48,47.84058464,1.647116614,159.1855067,480.4365973,-3.401459867,-1.634185805,79.36693087
144,293.2600868,235,23.81754387,38.1631375,47.11111111,47.189279,1.660301921,160.2312048,479.8525336,-8.19511167,-3.932445098,79.3660316
145,293.2599172,235,23.72148811,38.16163005,47,47.00854503,1.673379791,160.8736765,479.4553934,-11.44002163,-5.48498007,79.36327149
146,293.2597566,236,23.6272006,38.16012558,47,46.83400946,1.686425158,161.5092969,480.285561,-4.599193586,-2.208926271,79.36051681
147,293.2594693,236,23.48151056,38.15955238,46.22222222,46.23943518,1.69934316,162.5089335,479.9445582,-7.394310852,-3.548859255,79.35946727
148,293.259272,234.0909091,23.38426617,38.15821062,46,45.99489462,1.712147826,163.1789954,479.5366924,-10.72933551,-5.145110064,79.35701048
149,293.2590761,233,23.27905293,38.15721963,46,45.56177012,1.724897519,163.9122508,481.2427296,5.910038638,2.844163126,79.35519595
150,293.2587931,233,23.12184656,38.1580633,44.33333333,44.19031257,1.737345587,165.0303456,480.795383,-0.384045887,-0.184647489,79.35674073
151,293.2584901,233,22.98167383,38.15774887,43.6,43.44766459,1.749511963,166.0355514,480.4260555,-3.415073156,-1.640690126,79.356165
152,293.2582265,232,22.84451645,38.15813795,43,42.26129312,1.761464676,167.034124,481.8673483,15.07526124,7.264276157,79.35687742
153,293.2580625,232,22.69827215,38.16031032,40.4,39.91645481,1.772861839,168.1198906,481.5059661,9.712684316,4.676715445,79.36085506
154,293.2578032,232,22.56679793,38.16159112,38.66666667,38.14254084,1.783699572,169.1050332,481.3605142,7.545307599,3.632013146,79.36320021
155,293.2575273,231,22.45426444,38.16201993,37,36.91120029,1.794082819,169.9544424,479.9975146,-6.989277538,-3.354835847,79.36398536
156,293.2573373,231,22.40205774,38.16066458,37,36.79363025,1.80431394,170.3444614,479.6314007,-9.980865432,-4.787136467,79.36150372
157,293.2571846,231,22.36189537,38.15910395,37,36.79371361,1.814533528,170.6434241,479.5721467,-10.44837875,-5.010751428,79.35864618
158,293.2570384,231,22.32382514,38.15751263,37,36.81105263,1.824756312,170.9273048,479.5625499,-10.50747279,-5.038990445,79.35573243
159,293.2568437,231,22.26724793,38.15626975,37,36.62687187,1.834975052,171.3560197,480.6103228,-1.882457769,-0.904728636,79.35345667
160,293.2565597,231,22.17332,38.15589308,36,35.93795815,1.845035048,172.0801985,479.9178713,-7.567601246,-3.631827081,79.35276698
161,293.2563749,232,22.12814105,38.15452145,36,35.8458668,1.855000621,172.4253355,479.6397987,-9.835454036,-4.717475194,79.35025545
162,293.2562185,232,22.09190286,38.15299411,36,35.84529999,1.864957045,172.7012578,479.5942678,-10.19060288,-4.887354728,79.34745877
163,293.256067,232,22.05726788,38.15144341,36,35.85821115,1.874915787,172.9654081,479.5864002,-10.23598899,-4.909041114,79.34461931
164,293.2559164,232,22.02306019,38.14989071,36,35.87201558,1.884878334,173.2270192,479.5845261,-10.23210298,-4.907158258,79.34177617
165,293.2557193,233,21.97137398,38.14867767,36,35.6804983,1.894835378,173.6290034,480.6111194,-1.781842689,-0.856373409,79.33955494
166,293.2554298,233,21.87026162,38.1490688,35,34.43554557,1.904602759,174.4335274,481.3718221,7.98906079,3.84570875,79.34027115
167,293.2551638,233,21.77762267,38.14967555,33,32.98896668,1.913920656,175.1783292,480.0697176,-6.24260971,-2.99688788,79.34138217
168,293.2549216,233,21.71196978,38.14935842,33,32.17003959,1.923025881,175.7065748,481.5026743,9.906939535,4.77021788,79.34080148
169,293.2546824,233,21.62085179,38.15070518,30.33333333,29.95930959,1.931626596,176.453294,481.0555449,3.301666648,1.588285049,79.34326755
170,293.2543947,233,21.5484656,38.15068317,29.125,28.99030283,1.939783908,177.0459385,480.117003,-5.866428073,-2.816571865,79.34322723
171,293.254134,231,21.4948836,38.15017084,29,28.36843013,1.947784894,177.4848915,481.0814578,3.694579169,1.777393533,79.3422891
172,293.2538461,231,21.42143469,38.15065164,27.22222222,26.8866064,1.955441093,178.0956887,480.8053031,-0.210727101,-0.101318708,79.3431695
173,293.2535589,231,21.36132601,38.15034014,26.375,26.13654172,1.962791488,178.5953743,480.2838869,-4.490889053,-2.15690165,79.34259912
174,293.2532999,231,21.30691738,38.15042057,26,24.83302646,1.969948427,179.051807,481.5819383,11.04905196,5.321023859,79.3427464
175,293.2530636,231,21.24359859,38.15162946,22.375,22.11165719,1.976402626,179.5911804,480.7697944,-0.514566665,-0.24738811,79.34495998
176,293.2527749,231,21.19576624,38.15137917,21.8,21.26555504,1.982434637,179.9952818,480.825036,-0.057602856,-0.027696895,79.34450168
177,293.2524835,231,21.14702787,38.15155377,20.6,19.84315383,1.988166178,180.4109495,481.0405318,3.06208337,1.472986213,79.34482139
178,293.2521953,231,21.10268583,38.1519194,18.55555556,17.85515382,1.993400888,180.7917708,480.9287277,1.409803517,0.678015012,79.34549089
179,293.2519041,231,21.06599545,38.15199165,16.66666667,16.00340053,1.998097677,181.1069965,480.7757728,-0.469915862,-0.225924162,79.3456232
180,293.2516142,231,21.03579734,38.15188097,15,14.10360949,2.002296737,181.36646,480.74487,-0.722427202,-0.347303171,79.34542052
181,293.251328,231,21.01329595,38.15165039,12.57142857,11.64128682,2.005878077,181.559573,480.5303092,-2.482305031,-1.192822804,79.3449983
182,293.2510501,231,21.00358415,38.15123987,10,9.201635667,2.008760055,181.6415694,480.5886929,-1.997550117,-0.96,79.34424662
183,293.2507676,231,20.99493887,38.15093684,8,7.159308164,2.011030563,181.7149222,480.5882339,-1.997552025,-0.96,79.34369174
184,293.2504859,231,20.99217143,38.15063382,6,5.143541457,2.012739212,181.7374346,480.5877749,-1.997553933,-0.96,79.34313687
185,293.250205,231,20.99494479,38.15033079,4,3.677850639,2.013916676,181.7119844,480.5873159,-1.997555841,-0.96,79.34258199
186,293.2499281,231,21.00313807,38.14995844,4,3.291297312,2.014903853,181.6393261,480.5867524,-1.997558183,-0.96,79.34190019
187,293.2496487,231,21.01040444,38.14965542,2.785714286,1.887550543,2.015649281,181.5750645,480.5862935,-1.997560091,-0.96,79.34134531
188,293.2493702,231,21.02274519,38.14935239,0.642857143,0.218917723,2.015907484,181.4670351,480.5858345,-1.997561999,-0.96,79.34079043
189,293.2490925,231,21.03768353,38.14904936,1.73E-11,0,2.01591644,181.3367394,480.5853755,-1.997563906,-0.96,79.34023555
190,293.2488156,231,21.05271526,38.14874633,0,0,2.01591644,181.2058248,480.5849165,-1.997565814,-0.96,79.33968067
191,293.2485394,231,21.06774698,38.14844331,0,0,2.01591644,181.0750971,480.5844576,-1.997567722,-0.96,79.33912579
192,293.2482641,231,21.08277869,38.14814028,0,0,2.01591644,180.9445559,480.5839986,-1.997569629,-0.96,79.33857091
193,293.2479895,231,21.09781039,38.14783725,0,0,2.01591644,180.8142008,480.5835397,-1.997571537,-0.96,79.33801603
194,293.2477158,231,21.11284208,38.14753423,0,0,2.01591644,180.6840315,480.5830807,-1.997573445,-0.96,79.33746115
195,293.2474428,231,21.12787376,38.1472312,0,0,2.01591644,180.5540474,480.5826218,-1.997575352,-0.96,79.33690627
196,293.2471705,231,21.14290542,38.14692818,0,0,2.01591644,180.4242483,480.5821628,-1.99757726,-0.96,79.33635139
197,293.2468991,231,21.15793708,38.14662515,0,0,2.01591644,180.2946337,480.5817039,-1.997579167,-0.96,79.3357965
198,293.2466284,231,21.17296872,38.14632212,0,0,2.01591644,180.1652032,480.581245,-1.997581075,-0.96,79.33524162
199,293.2463585,231,21.18800035,38.1460191,0,0,2.01591644,180.0359565,480.5807861,-1.997582983,-0.96,79.33468674
