Time,In/Temperature (BMS ECM/Power Limits),road_slope,In/Specific Consumption Avg (BMS Monitor),In/Energy (BMS Monitor),In/Desired Velocity (Vehicle Monitor),In/Actual Velocity (Vehicle Monitor),In/Distance (Vehicle Monitor),In/Range (BMS Monitor),In/Voltage (BMS Monitor),In/Current (BMS Monitor),In/Power (BMS Monitor),In/SoC (BMS Monitor)
20,293.1869037,246,40.70566003,38.42487975,44.12999725,44.29183264,0.210250285,94.39689645,481.005214,-1.956932109,-0.941294548,79.84492996
21,293.1868473,245,38.56090927,38.42561428,43.30999756,42.92137906,0.22241058,99.64913953,482.3697867,16.54196405,7.979343673,79.84627293
22,293.1869711,245,36.63139087,38.42839036,40.64999771,40.16708804,0.233960647,104.9056272,482.5488108,19.11325265,9.223077339,79.85134849
23,293.1870448,245,35.01363854,38.43078824,37.76818119,37.52385735,0.244723451,109.7594819,481.9015383,9.541489378,4.598058409,79.85573251
24,293.1871249,246,33.6245304,38.43302499,36.01999855,34.8115815,0.254842677,114.3005554,483.1267059,27.50917459,13.2904169,79.85982188
25,293.187358,246,32.4356271,38.43607216,31.18908934,31.11393863,0.263906039,118.49955,481.4568679,2.885319814,1.38915704,79.86539284
26,293.187369,246,31.47384446,38.43735714,30.43999863,28.76902876,0.272337544,122.1247604,483.0104215,25.7032689,12.41494674,79.86774207
27,293.1877509,245,30.5910603,38.44141507,24.57999929,22.62633747,0.279518464,125.6622513,483.0392779,26.03785648,12.57730739,79.87516075
28,293.1878612,245,30.00882939,38.44379436,17.51636262,17.03912797,0.284897652,128.1082773,481.4225199,2.209367123,1.063639088,79.87951048
29,293.1877561,245,29.644616,38.44370474,15.9290905,15.42362933,0.289372108,129.6819117,480.9509456,-2.634373613,-1.26700448,79.87934663
30,293.1876564,246,29.35513579,38.44337211,15.08999983,14.11262923,0.293510302,130.9596126,481.1642779,-0.880600713,-0.423713606,79.87873853
31,293.1875519,246,29.1003614,38.44316238,12.63999939,11.44889754,0.297087795,132.1054466,480.9989486,-2.233965685,-1.074535146,79.87835511
32,293.1874537,246,28.95513834,38.44279541,9.245999908,8.935223958,0.299845201,132.7667475,481.0274436,-1.995728129,-0.96,79.87768423
33,293.1874226,247,29.01266545,38.44190587,9.087499619,9.444476705,0.302316698,132.5004279,479.4797083,-14.67849883,-7.038042336,79.87605801
34,293.1879824,247,29.77285076,38.43868287,13.57272651,13.06584845,0.305423,129.1064909,478.2636634,-24.61247534,-11.77125262,79.87016577
35,293.1887445,247,30.57366505,38.43497772,16.91799888,16.32320086,0.309541846,125.7126931,478.8226142,-19.98286648,-9.568248367,79.86339195
36,293.1894305,247,31.19634818,38.43154509,18.1099987,18.76544477,0.314366629,123.1924483,476.8488225,-36.12975968,-17.22843336,79.85711625
37,293.1919581,247,32.64325618,38.42508741,23.58454479,23.2383681,0.320214965,117.7121768,476.5447281,-38.54701872,-18.36937856,79.84530964
38,293.1934607,247.1,33.49760762,38.42004112,26.13799972,26.15449272,0.327112571,114.6948808,477.9973857,-26.57041504,-12.70058893,79.83608319
39,293.1940264,248,33.72226725,38.41677552,27.49090836,27.65749171,0.334617116,113.9210933,479.3887675,-15.11701897,-7.246929093,79.83011237
40,293.1941577,248,33.54671678,38.41475911,27.69999886,28.21408568,0.342378949,114.5112333,479.5127919,-14.0747943,-6.74904391,79.82642549
41,293.1945167,248,33.55821378,38.41205195,28.51000023,29.23659291,0.350328686,114.4639348,478.0369959,-26.14756479,-12.49950332,79.82147559
42,293.1958711,250,34.11699269,38.40722164,31.01999855,31.51084246,0.358748966,112.5750502,476.8098338,-36.15579425,-17.23943825,79.81264341
43,293.1979962,250,34.89513109,38.40124568,33.71090854,34.25867772,0.367874603,110.0475753,475.9408327,-43.21337144,-20.56700799,79.80171608
44,293.2005363,250,35.70019416,38.39474057,36.75199776,37.06658817,0.377800264,107.547708,476.7215315,-36.73099438,-17.51045589,79.78982079
45,293.2024175,251,36.17904937,38.38910246,38.3449974,39.24810473,0.388383734,106.1086544,475.6134058,-45.75538291,-21.7618735,79.77951054
46,293.2059609,251,37.06916206,38.38144976,41.6699997,42.25204999,0.399702165,103.5401062,475.0599228,-50.20731303,-23.85148225,79.76551577
47,293.2090416,251,37.71569033,38.3742957,44.29555384,44.83672121,0.411818807,101.7462371,476.2795465,-40.1146315,-19.1057785,79.75243234
48,293.2115772,250,38.10993464,38.36782201,45.81999779,46.98713193,0.42454545,100.6766933,474.2252719,-56.89711686,-26.98205071,79.74059275
49,293.216662,250,39.01050325,38.35873119,49.66499748,50.04756897,0.438048218,98.32923954,475.4482082,-46.75510455,-22.22963068,79.72396602
50,293.2183909,250,38.99522231,38.35328798,50.77272588,51.46915956,0.452178534,98.35381286,477.9828193,-25.88431291,-12.37225686,79.71401022
51,293.2188868,249,38.50038288,38.34999075,51.13999939,51.94970457,0.466554467,99.60937497,478.8853649,-18.43508732,-8.828293517,79.70797933
52,293.2190771,249,37.85677683,38.3475222,51.29799728,52.05791757,0.481007147,101.2963211,479.4764184,-13.55280135,-6.498248649,79.7034641
53,293.2190674,249,37.09696264,38.34581969,51.18636148,51.85758588,0.495448407,103.3664671,480.182217,-7.737974252,-3.715637632,79.70035
54,293.2189181,249,36.22164617,38.34496456,50.68499947,51.3355281,0.509782015,105.8620152,480.3804026,-6.100507935,-2.930564458,79.69878586
55,293.218758,251,35.35832719,38.34467305,50.27000046,50.5298577,0.523956044,108.4459478,481.6057654,7.097526304,3.418209588,79.69825263
56,293.2186274,251,34.46703017,38.34613801,48.77999878,48.88665546,0.537774314,111.2545462,481.9610448,12.28979782,5.923203797,79.70093224
57,293.2184956,251,33.65484011,38.34737422,46.97199936,47.34123743,0.55110935,113.9431181,480.9724953,-1.269914083,-0.610793745,79.70319343
58,293.218307,253,32.93705754,38.34719761,46.39624929,46.52236181,0.564155328,116.4256934,481.2877605,2.365105685,1.138296419,79.70287039
59,293.2181338,253,32.23920475,38.34795921,45.31199761,45.21097477,0.576912704,118.948217,481.7703973,9.445847746,4.550729821,79.70426345
60,293.2179977,253,31.58236738,38.34935326,43.59908849,43.51427968,0.589231023,121.4264681,481.640201,7.500340778,3.61246564,79.7068133
61,293.217987,253,30.96304204,38.35149547,42.12999725,41.21629108,0.601064415,123.862169,483.0674376,28.44170044,13.73925935,79.7107316
62,293.2182795,253,30.37911498,38.35550365,37.97799759,37.36969001,0.611956727,126.2561588,482.4728649,19.60926996,9.460940655,79.71806279
63,293.2182961,253,29.88555795,38.35816885,34.99727041,34.28677455,0.621904953,128.3501848,482.2381964,16.09927436,7.763685028,79.72293749
64,293.2182831,252,29.45078271,38.3606398,32.05999756,31.1007081,0.631001789,130.2533796,482.346089,17.63124297,8.504361089,79.72745685
65,293.2182144,252,29.0816413,38.36248457,28.49181782,28.2592274,0.639179038,131.9130656,481.2412468,1.34273424,0.6461791,79.7308309
66,293.2180384,252,28.81075771,38.3620996,27.70999908,27.58265092,0.646910213,133.1519983,480.3396048,-6.647026804,-3.192830228,79.73012681
67,293.2178935,250,28.59815542,38.36136996,27.70999908,27.15044007,0.654540646,134.1393156,481.2545979,1.563743148,0.75255858,79.7287923
68,293.2177093,250,28.33043525,38.36140363,26.20818103,26.08305371,0.661904774,135.4070395,480.4727548,-5.545384436,-2.664406136,79.7288539
69,293.2176304,250,28.21596819,38.3601222,26.10599937,26.1282381,0.669131519,135.9518197,479.461287,-13.83221982,-6.632013915,79.72651018
70,293.2184445,249,28.44874721,38.35645206,27.3399992,27.89696921,0.676557299,134.8265067,475.5938545,-45.53385992,-21.65562395,79.71979746
71,293.2225674,249,29.30665714,38.34819479,32.83699799,32.29439259,0.684927483,130.8514806,475.1328019,-49.22239807,-23.38717591,79.70469435
72,293.2251443,249,29.86461135,38.34156032,35.38888719,35.33178989,0.694346274,128.384595,476.3803208,-38.90153407,-18.53192528,79.69255895
73,293.227621,248,30.35160204,38.33509504,37.42599869,38.03999315,0.70450678,126.3033661,474.2684424,-56.16476097,-26.6371737,79.68073261
74,293.2329258,248,31.18784135,38.32573703,41.85799942,41.92648455,0.715622183,122.8867898,474.1143694,-57.32309514,-27.1777031,79.66361409
75,293.2364343,248,31.723761,38.31807168,44.57909081,44.7570148,0.727695739,120.7866611,476.2771265,-39.47144861,-18.79934812,79.6495913
76,293.2384551,247,31.98413374,38.31212039,45.81999969,46.688108,0.740378815,119.784768,474.9711559,-50.12666225,-23.80871871,79.63870375
77,293.242565,247,32.52024745,38.30380559,49.07545263,49.47179103,0.753741345,117.7844838,474.8713868,-50.84938413,-24.14691756,79.62349169
78,293.2455187,247,32.85541071,38.29666377,50.99799957,51.57448166,0.767789419,116.5612085,475.7748156,-43.34357938,-20.62178348,79.61042508
79,293.2477897,248,33.05610949,38.29030839,52.57999993,53.25009648,0.782353846,115.8342859,476.0637312,-40.89412852,-19.46821141,79.59879689
80,293.2496076,248,33.15461871,38.28456528,54.07818049,54.61392107,0.797351525,115.4727962,477.3742069,-30.05817233,-14.34899618,79.58828859
81,293.2503673,248,33.03206033,38.28049768,54.59999847,55.30028698,0.81262403,115.8889191,477.9105046,-25.60208184,-12.23550385,79.58084581
82,293.2509839,250,32.87329396,38.27671207,55.20777596,55.84284034,0.828064485,116.4371058,478.166329,-23.45369436,-11.21476693,79.57391885
83,293.2514546,250,32.67817356,38.27324057,55.59799805,56.23724829,0.843632124,117.121725,478.2293286,-22.89337826,-10.94828492,79.56756654
84,293.2519225,250,32.48564632,38.26977257,56.03799744,56.61646712,0.859307417,117.8051752,478.2857063,-22.38750018,-10.70762134,79.56122051
85,293.252323,253,32.27873229,38.26645972,56.38999939,56.92088661,0.875079017,118.55007,478.4673125,-20.85452481,-9.978208441,79.55515828
86,293.2526823,253,32.06537614,38.26324637,56.61999893,57.17850986,0.890922874,119.3288555,478.2089087,-22.93817395,-10.96923913,79.54927799
87,293.2532176,252.9090909,31.90165756,38.25962003,57.12545257,57.59483492,0.906862314,119.9298813,478.0533695,-24.17165136,-11.55533938,79.54264185
88,293.2537116,252,31.7296429,38.25608573,57.57999802,57.96395191,0.922917441,120.5689136,478.4494111,-20.87396083,-9.987134269,79.53617401
89,293.254013,252,31.51258505,38.25300752,57.68999863,58.14813096,0.939042671,121.3896209,478.3571744,-21.59391724,-10.32960524,79.53054072
90,293.2544726,252,31.34095919,38.24954364,58.06999969,58.47692341,0.955237193,122.0433089,478.0410642,-24.14879999,-11.54411804,79.52420152
91,293.2551392,251,31.21717071,38.24563585,58.55666606,58.97004892,0.971543161,122.514741,477.4982409,-28.56135673,-13.6379976,79.51704978
92,293.2561513,251,31.15836747,38.24107241,59.3679985,59.69633687,0.988022641,122.7313095,477.234944,-30.669289,-14.63645642,79.50869793
93,293.2571081,251,31.08540252,38.23660755,60.12363468,60.36286155,1.004704987,123.0050263,477.8186143,-25.81841392,-12.33651876,79.50052628
94,293.2577352,251,30.94970339,38.23276456,60.37666448,60.78263258,1.021527013,123.5319256,477.5281969,-28.15785241,-13.44616849,79.49349263
95,293.2586344,251,30.8650652,38.22839093,61.15399704,61.38691238,1.038498415,123.8565047,477.7287132,-26.45655324,-12.63905513,79.48548759
96,293.2591713,251,30.71163886,38.22473123,61.45727227,61.71362173,1.055602757,124.4633392,478.353817,-21.27444364,-10.17671132,79.47878912
97,293.2593807,250,30.48749727,38.22186715,61.5,61.75234962,1.072757737,125.3689892,479.0376093,-15.61958095,-7.482366714,79.4735468
98,293.2593449,250,30.2001676,38.21977722,61.25545259,61.53361411,1.089884424,126.5548514,479.4284789,-12.38145617,-5.936022696,79.46972139
99,293.2592465,250,29.90129308,38.21793624,60.9579979,61.23499883,1.106935055,127.8136572,479.394356,-12.63903498,-6.059082037,79.46635165
100,293.2591054,253,29.58835458,38.21637977,60.75999832,60.84014572,1.123902863,129.1602062,480.5625232,-3.019669591,-1.451140038,79.46350264
101,293.2587992,253,29.17576148,38.21652128,59.83454514,59.81960318,1.140671826,130.9872283,481.2522762,4.736694426,2.279544974,79.46376166
102,293.2585317,253,28.77286067,38.21765331,58.60249996,58.40043654,1.157104443,132.8253514,481.7557645,12.11585949,5.836885152,79.46583376
103,293.2583239,254,28.38507974,38.21950127,56.86999893,56.65891445,1.173082282,134.6464467,481.6717161,10.83892153,5.220801936,79.4692163
104,293.2580639,254,28.03375871,38.22031922,55.29363667,55.35374752,1.188610033,136.3367632,480.2459897,-5.669549177,-2.722778256,79.47071348
105,293.2578459,254,27.77133048,38.21918673,54.88399964,54.92207983,1.20391984,137.6210145,479.6534553,-10.52477293,-5.048243701,79.46864057
106,293.2576833,252,27.54601401,38.21770777,54.69999695,54.59206105,1.219136551,138.7413357,480.1904556,-6.093507365,-2.926044078,79.46593344
107,293.2573968,252,27.25386256,38.21717991,54.02727058,53.87241936,1.234208312,140.2266553,480.7951775,-1.117556873,-0.537315955,79.46496725
108,293.2570956,252,26.94978379,38.21736151,53.15999985,52.85599827,1.249043454,141.8095292,481.2942254,5.334983221,2.567696617,79.46529964
109,293.2568093,252,26.65414299,38.21815668,51.83636093,51.56587021,1.263542903,143.3854268,481.1951456,3.860314298,1.857564501,79.46675515
110,293.256511,252,26.37537202,38.21860467,50.70000076,50.44121241,1.27770617,144.9026184,481.0363997,1.515893356,0.729199883,79.46757516
111,293.2562104,252,26.10995196,38.21891358,49.71999741,49.38165044,1.291574729,146.3768054,481.1747091,3.543012542,1.704808029,79.46814058
112,293.255933,252,25.87348484,38.21889385,48.54999924,48.48886583,1.305142775,147.7145197,479.9265699,-8.276274809,-3.972004181,79.46810448
113,293.2557622,255,25.71923069,38.21745144,48.44999822,48.25352067,1.318578825,148.5948468,479.8534195,-8.859458334,-4.251241376,79.46546426
114,293.2556048,255,25.57296749,38.21596185,48.10299949,48.04427496,1.331945209,149.4389021,479.2822184,-13.53460129,-6.486893731,79.46273767
115,293.2556302,255,25.48806781,38.21368639,48.3727261,48.18276139,1.345309417,149.9277492,479.1684078,-14.44161609,-6.919966188,79.45857254
116,293.2556127,257,25.39303623,38.21156369,48.38333257,48.25077563,1.358703524,150.4804835,479.2178933,-14.00868174,-6.713210949,79.45468698
117,293.255586,257,25.29693027,38.20947668,48.44499969,48.30131309,1.372115466,151.0439261,479.3485479,-12.90921372,-6.188012853,79.4508667
118,293.2554849,257,25.18016582,38.20770204,48.37272609,48.21430795,1.385525932,151.7372932,479.7572152,-9.529153297,-4.571680049,79.44761821
119,293.2552595,256,24.99852777,38.20731767,48.01499844,47.46251419,1.398856259,152.8382712,481.6589755,10.92142986,5.260404719,79.44691459
120,293.2550401,256,24.77513036,38.20892028,46.02363552,45.69311694,1.411781,154.2228829,481.3177836,5.868402672,2.824566567,79.44984821
121,293.2547564,256,24.57822079,38.20919989,44.76399841,44.63327081,1.42430284,155.4595844,480.3048203,-5.04789277,-2.42452723,79.45036004
122,293.2545354,254,24.44191862,38.20812465,44.37999725,44.29273075,1.436644731,156.3221171,479.6752593,-10.20752265,-4.896296076,79.44839179
123,293.2544496,254,24.36068406,38.20629562,44.42908825,44.30349361,1.448943567,156.8358898,479.2254398,-13.88090263,-6.652081669,79.4450437
124,293.2544663,254,24.30797091,38.20406161,44.64999772,44.50593125,1.461276127,157.1668065,479.0562537,-15.24339159,-7.302442071,79.44095423
125,293.2545258,249,24.26507348,38.20168009,44.88249779,44.77481998,1.473674058,157.434842,478.9041299,-16.4638744,-7.884617442,79.43659468
126,293.2546609,249,24.23750835,38.1990597,45.23199844,45.16197924,1.486161372,157.6030801,478.6462384,-18.55050468,-8.879129285,79.43179779
127,293.2548805,249,24.22481055,38.19619212,45.77199936,45.66917933,1.498777721,157.6738528,478.658063,-18.41792905,-8.815890245,79.42654832
128,293.2550779,244,24.20617914,38.19338553,46.14999771,46.13046104,1.511525836,157.7836193,478.5354311,-19.39090141,-9.279233365,79.42141042
129,293.2553442,244,24.19810457,38.19038836,46.71599846,46.67790057,1.524416204,157.8238835,478.5129119,-19.53894698,-9.349638415,79.41592353
130,293.2555469,244,24.17649035,38.18756677,47.17999788,47.11904717,1.537449859,157.9533101,478.8785641,-16.49956595,-7.901288448,79.410758
131,293.2555906,239,24.12277952,38.18522829,47.28222063,47.31197862,1.550567132,158.2953086,479.0312127,-15.21630919,-7.289087046,79.40647686
132,293.2556502,239,24.07254514,38.18283717,47.45999908,47.52381144,1.563735826,158.615705,478.8143299,-16.96880897,-8.124908896,79.40209928
133,293.2557474,239,24.02950619,38.18032801,47.82000004,47.78433656,1.576978624,158.8893576,479.1644478,-14.06087799,-6.737472837,79.39750553
134,293.2556767,236,23.94916011,38.17841587,47.72999954,47.7705305,1.590253334,159.4144249,479.4288236,-11.86481111,-5.688332432,79.39400476
135,293.2556647,236,23.88223007,38.17631184,47.65090873,47.84615425,1.603520032,159.8523745,478.5226452,-19.2846711,-9.228151827,79.39015264
136,293.2559907,236,23.87959416,38.17316103,48.45999908,48.40913267,1.616891613,159.8568249,478.582105,-18.75723023,-8.976874729,79.38438394
137,293.2561118,235,23.84082087,38.17057201,48.63999939,48.67582201,1.630380817,160.1059469,478.9517659,-15.68773274,-7.513667301,79.37964375
138,293.2561492,235,23.78574848,38.1682491,48.73999994,48.81659816,1.643921692,160.4668827,478.9750335,-15.46777379,-7.408677468,79.3753907
139,293.2561863,235,23.73093231,38.16592739,48.90545342,48.95268756,1.657502482,160.8277623,479.0859021,-14.52802082,-6.960169958,79.37113979
140,293.2561866,235,23.66892553,38.16373439,48.93999863,49.03026104,1.671110044,161.2398262,479.0044507,-15.17011994,-7.266554967,79.3671245
141,293.2562156,235,23.61345699,38.16144092,49.11399956,49.14820474,1.684748068,161.6088696,479.1387131,-14.03849198,-6.726384981,79.3629252
142,293.2561212,235,23.52890581,38.15965391,49.09000015,49.04628241,1.698397181,162.1820165,479.9600846,-7.267224058,-3.487977474,79.35965317
143,293.2558403,236,23.37492228,38.15910577,48.45200043,48.40708571,1.711940678,163.2480541,480.629411,-1.760670616,-0.846230081,79.35864952
144,293.2555487,236,23.21755078,38.15873433,47.68199997,47.67978109,1.725280287,164.3529703,480.3098491,-4.381797968,-2.104620721,79.35796941
145,293.2552827,236,23.0833047,38.15801059,47.15909056,47.17165585,1.738449368,165.3056661,480.5989329,-1.997507556,-0.96,79.35664423
146,293.255004,233,22.93908222,38.15769414,46.79999924,46.52421946,1.751484538,166.3435955,481.0915614,3.676463595,1.768715611,79.3560648
147,293.2547168,233,22.78413004,38.15833198,45.5109083,45.28484579,1.764233362,167.4776781,481.0532007,3.098202434,1.490400197,79.3572327
148,293.2544226,233,22.63722357,38.15872008,44.41599808,44.17571554,1.776656098,168.5662553,480.97143,1.887093493,0.907638056,79.35794332
149,293.2541309,231,22.49593827,38.15914146,43.39499855,43.03523819,1.788776555,169.6268055,481.1742676,4.860663043,2.33882598,79.35871487
150,293.2538464,231,22.35956682,38.15976594,42.04817997,41.76281102,1.800546576,170.6641558,480.9803718,1.99541711,0.959756463,79.3598583
151,293.2535563,231,22.23599464,38.1597297,41.03299827,40.86812358,1.812009065,171.6124254,480.3396933,-4.148647391,-1.992760016,79.35979195
152,293.2532824,231,22.12929904,38.15917964,40.54999924,40.2584029,1.823284308,172.4373626,480.6923936,-1.243973094,-0.597968404,79.35878478
153,293.2529887,231,22.01115565,38.15905503,39.69999924,39.4089834,1.834349966,173.3623425,480.7518515,-0.753910783,-0.362444005,79.35855662
154,293.2527068,231,21.90525741,38.15871393,38.855999,38.68504644,1.845184779,174.1988839,480.1859483,-5.399124437,-2.592583688,79.35793205
155,293.2524651,231,21.82767094,38.15781211,38.47900047,38.29295063,1.855875001,174.8139424,480.1010174,-6.085700491,-2.921750998,79.35628081
156,293.252238,231,21.7575341,38.15681024,38.10200043,37.97096687,1.866462262,175.3728619,479.8256134,-8.33592426,-3.999789972,79.35444634
157,293.2520563,231,21.70582005,38.15549044,38.02999878,37.81653905,1.876989498,175.7846068,479.8717846,-7.940197579,-3.810276782,79.35202972
158,293.2518795,231,21.65565361,38.15416357,37.72999954,37.66887615,1.887464759,176.1856939,479.3862806,-11.91248734,-5.710682996,79.34960015
159,293.2519057,231,21.65302429,38.15193956,38.09000015,38.02687515,1.897965096,176.1968169,478.6330051,-18.07363758,-8.650639468,79.34552781
160,293.2521413,231,21.68331484,38.14905165,38.95999908,38.76725544,1.908632321,175.9373598,478.6253249,-18.10107141,-8.663631187,79.34023974
161,293.2523429,232,21.70613453,38.14626002,39.43333181,39.42625121,1.919486785,175.7395356,478.3090207,-20.66526634,-9.884383305,79.3351279
162,293.2527154,232,21.74966069,38.14301492,40.43500023,40.32680985,1.930565669,175.3729194,478.3370504,-20.3949831,-9.755676057,79.32918559
163,293.2529199,232,21.76704751,38.14021973,41.0640007,40.9368515,1.941864985,175.2199958,479.0205857,-14.74461106,-7.062972225,79.32406705
164,293.2527967,232,21.71809581,38.13869876,41.03666687,40.84368651,1.953248191,175.6079313,480.6085879,-1.678929158,-0.806907772,79.32128184
165,293.2525464,232,21.60306606,38.13951978,39.98999786,39.36630586,1.964434259,176.5467905,481.8354567,15.0188095,7.236594936,79.3227853
166,293.2523656,232,21.4900899,38.14130622,37.30090887,37.15512094,1.975023165,177.4832325,481.0031151,2.738906937,1.317422769,79.32605664
167,293.2521775,231,21.3861752,38.14261881,36.36000061,35.15656709,1.985146419,178.351755,482.4464071,23.93470267,11.54721131,79.32846024
168,293.2521823,231,21.28324341,38.1456201,31.97363576,31.54373675,1.994352856,179.2284163,481.395059,8.407197605,4.047183387,79.33395611
169,293.2519092,231,21.20226733,38.14625801,30.27399978,30.00616511,2.002870194,179.9159374,480.6965977,-1.049413607,-0.504449551,79.33512421
170,293.251653,231,21.12644062,38.14676289,29.56999969,28.43975011,2.011056046,180.5640788,481.7639072,13.80611256,6.65128673,79.33604873
171,293.2514555,231,21.05236248,38.1483589,25.95454459,25.61750556,2.01850501,181.207021,480.9338363,1.5638238,0.75209578,79.33897123
172,293.2511739,231,20.99136514,38.14869352,25.04999924,24.155131,2.025451268,181.7351719,481.2800362,6.647583212,3.199349089,79.33958397
173,293.2509141,231,20.932997,38.14967168,22.4920002,21.72002242,2.031817982,182.2465826,481.1792732,5.144099925,2.475234263,79.34137509
174,293.2506435,231,20.88291813,38.15043439,20.30666669,19.33525379,2.037533076,182.6872765,481.1872048,5.243842481,2.523269906,79.34277169
175,293.2503719,231,20.84108887,38.1511535,17.52999878,16.029522,2.042491599,183.0573908,481.1465349,4.629820272,2.227621981,79.34408846
176,293.2500896,231,20.81385681,38.15138227,12.88000011,11.54746412,2.046314249,183.2979952,480.6499364,-1.496123385,-0.71911161,79.34450735
177,293.2498118,231,20.80406867,38.15103991,8.779999733,7.241288943,2.048933312,183.3825898,480.5883821,-1.997551409,-0.96,79.34388047
178,293.2495329,231,20.80466867,38.15073688,4.236999941,3.092942325,2.050330763,183.3758446,480.5879231,-1.997553317,-0.96,79.34332559
179,293.2492547,231,20.8147439,38.15043385,1.329999924,0.589272412,2.050794149,183.285627,480.5874642,-1.997555225,-0.96,79.34277071
180,293.2489773,231,20.82913147,38.15013083,0.159999996,0,2.050832407,183.157569,480.5870052,-1.997557132,-0.96,79.34221584
181,293.2487007,231,20.84390731,38.1498278,3.14E-12,0,2.050832407,183.0262782,480.5865462,-1.99755904,-0.96,79.34166096
182,293.2484249,231,20.85868315,38.14952477,0,0,2.050832407,182.8951736,480.5860873,-1.997560948,-0.96,79.34110608
183,293.2481499,231,20.87345898,38.14922174,0,0,2.050832407,182.7642547,480.5856283,-1.997562855,-0.96,79.3405512
184,293.2478756,231,20.8882348,38.14891872,0,0,2.050832407,182.6335211,480.5851694,-1.997564763,-0.96,79.33999633
185,293.2476022,231,20.90301061,38.14861569,0,0,2.050832407,182.5029725,480.5847104,-1.997566671,-0.96,79.33944145
186,293.2473295,231,20.9177864,38.14831266,0,0,2.050832407,182.3726083,480.5842515,-1.997568578,-0.96,79.33888657
187,293.2470576,231,20.93256219,38.14800964,0,0,2.050832407,182.2424283,480.5837926,-1.997570486,-0.96,79.33833169
188,293.2467865,231,20.94733796,38.14770661,0,0,2.050832407,182.112432,480.5833336,-1.997572393,-0.96,79.33777681
189,293.2465161,231,20.96211373,38.14740358,0,0,2.050832407,181.9826191,480.5828747,-1.997574301,-0.96,79.33722192
190,293.2462465,231,20.97688948,38.14710056,0,0,2.050832407,181.8529892,480.5824158,-1.997576209,-0.96,79.33666704
191,293.2459777,231,20.99166523,38.14679753,0,0,2.050832407,181.7235418,480.5819569,-1.997578116,-0.96,79.33611216
192,293.2457097,231,21.00644096,38.14649451,0,0,2.050832407,181.5942766,480.581498,-1.997580023,-0.96,79.33555728
