Time,In/Temperature (BMS ECM/Power Limits),road_slope,In/Specific Consumption Avg (BMS Monitor),In/Energy (BMS Monitor),In/Desired Velocity (Vehicle Monitor),In/Actual Velocity (Vehicle Monitor),In/Distance (Vehicle Monitor),In/Range (BMS Monitor),In/Voltage (BMS Monitor),In/Current (BMS Monitor),In/Power (BMS Monitor),In/SoC (BMS Monitor)
14,293.17982,247,38.10264479,38.433509,45.68272643,46.54772822,0.123400609,100.8683497,479.4265138,-15.00753528,-7.195010318,79.86070677
15,293.1801592,247.7142857,39.38181019,38.43095067,45.86000061,46.86675332,0.136359562,97.58553627,478.4804791,-22.73318218,-10.8773839,79.85602947
16,293.1810435,248,41.3418342,38.42703062,47.11000061,47.84673913,0.149509628,92.94950589,478.0123139,-26.52421041,-12.6788992,79.84886246
17,293.1818423,248,43.2091596,38.42329597,48.11200028,48.68819568,0.162931289,88.92396038,478.8523449,-19.59049744,-9.380955635,79.84203426
18,293.1821136,251.2,44.39057266,38.42093314,48.25,48.84771948,0.176492477,86.55201056,479.9363136,-10.67293007,-5.122326714,79.83771415
19,293.1821139,252,44.96995523,38.41977438,47.89909051,48.51245535,0.190021577,85.43431759,480.5050941,-5.994628005,-2.880449294,79.83559548
20,293.1820503,252,44.52324473,38.41917074,47.45599747,47.89105766,0.203421129,86.29014119,481.1539888,-0.666249275,-0.320568496,79.8344918
21,293.1819614,250.8,41.92896642,38.41933739,46.62999725,46.90348623,0.216595861,91.62958373,481.4887646,3.724630834,1.793367899,79.83479651
22,293.1818834,250,39.66099564,38.4200005,45.47999954,45.65364386,0.229454118,96.87099349,481.5806939,5.061860678,2.437694378,79.83600893
23,293.1818055,250,37.69009487,38.42064581,44.22999954,44.40123148,0.241955624,101.9383102,481.4039054,2.447752041,1.178357392,79.8371888
24,293.1817196,248.6666667,35.96974377,38.42104226,43.22999954,43.27976867,0.254137162,106.8148901,481.4847086,3.627263319,1.746471822,79.83791366
25,293.1816349,248,34.44979297,38.42141599,42.0529995,42.15851266,0.265994112,111.5287282,481.1993017,-0.322380576,-0.155129308,79.83859698
26,293.1815662,248,33.08914708,38.42189162,41.27000046,40.93743552,0.277566992,116.1162949,481.9966815,11.13748574,5.368231169,79.8394666
27,293.1816914,248,31.81103413,38.42444013,39.14999771,38.21602983,0.28861377,120.7896605,483.0423802,26.45902278,12.78082934,79.84412618
28,293.1821638,245,30.66316882,38.4287849,35,33.7138178,0.298636089,125.3255498,483.3911362,31.49166157,15.22279007,79.85206982
29,293.182528,245,29.74129952,38.43258103,29.75,29.0760398,0.307298235,129.2229379,482.1925195,13.78096106,6.645076335,79.85901021
30,293.1825322,245,29.03447577,38.43438673,26.9863628,26.06309224,0.314959674,132.374998,482.0565835,11.74195439,5.660286418,79.86231148
31,293.1825277,245,28.44096426,38.43611249,23.82999928,22.74729675,0.321749476,135.1434928,482.0273075,11.27324555,5.434012197,79.86546657
32,293.1825222,245,27.95691873,38.43782351,20.27333217,18.73998256,0.327547359,137.4894847,482.0159048,11.06770678,5.334810696,79.86859469
33,293.1824636,245.8,27.62276701,38.43882965,15.23999977,13.3886859,0.332040844,139.156333,481.4205289,2.289919227,1.102414126,79.87043413
34,293.1823757,246,27.47479724,38.43865023,9.081999779,7.802532074,0.334934683,139.9051279,481.0211656,-1.995754176,-0.96,79.8701061
35,293.1822892,246,27.43091458,38.43834699,5.203636299,4.565376128,0.336575949,140.127836,481.0207085,-1.995756072,-0.96,79.86955172
36,293.1822225,246,27.49865877,38.43779826,4.230000019,4.60323545,0.337742268,139.7806292,480.2354578,-8.428156984,-4.047499828,79.86854853
37,293.1825,246,28.03883838,38.43546705,9.108181519,8.805671514,0.339549742,137.0793844,478.4074705,-23.38931889,-11.18962489,79.86428656
38,293.1835799,246,29.03372607,38.43116427,14.66599922,13.88153642,0.342734463,132.3673172,477.9246122,-27.29657626,-13.04570562,79.85641999
39,293.185183,246.8571429,30.11085218,38.42615225,17.28999901,18.16825954,0.347119389,127.6156251,474.7563458,-53.21827934,-25.26571583,79.84725651
40,293.1903406,247,32.15679231,38.41711759,25.59181751,24.56574568,0.353129953,119.4681273,476.2659385,-40.73311143,-19.39979354,79.8307378
41,293.1914989,247,32.75142846,38.41266355,26.40999985,26.96444109,0.360318024,117.2854601,477.8034198,-28.06855233,-13.41125029,79.82259387
42,293.1930996,247.7142857,33.45323352,38.40751891,28.68000031,29.61083712,0.368137617,114.809586,475.5902158,-46.16049489,-21.95347972,79.81318697
43,293.1968852,248,34.76137432,38.39964998,33.21181696,33.58644297,0.376920862,110.4664322,475.1302988,-49.84139324,-23.68115606,79.79879821
44,293.199985,248,35.7325746,38.39249023,36.19090791,36.78741887,0.3867133,107.4439518,475.8504134,-43.84942638,-20.86576767,79.7857057
45,293.2026842,248.5,36.46923065,38.38577807,38.61999893,39.51243692,0.397306938,105.255245,475.3601498,-47.7925253,-22.71866199,79.77343118
46,293.2062346,249,37.32787356,38.37811514,41.66999817,42.5030129,0.408696499,102.8135585,474.855911,-51.84048259,-24.61675959,79.75941745
47,293.2098384,249,38.08007392,38.37039062,44.56636394,45.3239606,0.420908392,100.7623848,475.4927731,-46.52400961,-22.12183035,79.74529049
48,293.212493,249,38.49055208,38.36369509,46.62999725,47.54103011,0.433814924,99.67042045,475.9631301,-42.5845068,-20.26865515,79.73304489
49,293.2149061,249,38.76425008,38.35728103,48.57999802,49.50085756,0.447298263,98.95014337,476.1063707,-41.33251256,-19.67867255,79.72131367
50,293.2170761,249,38.91322752,38.35116849,50.31999969,51.21251337,0.461293949,98.55560931,476.5222748,-37.84566567,-18.0343027,79.71013352
51,293.2187913,249,38.88939489,38.34566885,51.69272544,52.59575124,0.475718392,98.60186552,476.9525532,-34.24749911,-16.33443214,79.70007409
52,293.220225,249,38.75513256,38.34058179,52.8466657,53.75983164,0.490492609,98.93033324,477.0778201,-33.1576827,-15.81879499,79.69076904
53,293.2215475,249,38.57089552,38.3356673,53.97454557,54.80950293,0.505576947,99.39014063,477.4386652,-30.13585974,-14.38802465,79.68177939
54,293.2224464,249,38.23531839,38.33149955,54.79599762,55.52812104,0.520914461,100.2515506,478.3720082,-22.42275122,-10.72641653,79.67415551
55,293.2230756,250.7777778,37.80193641,38.32790855,54.94999695,55.98305199,0.536386025,101.3913894,477.1438665,-32.461399,-15.48875743,79.66758651
56,293.2246224,251,37.67767445,38.32265639,56.49727075,57.04698313,0.552094745,101.7118412,477.7326618,-27.56385552,-13.16815407,79.65797852
57,293.2250331,252.4285714,37.15077454,38.31965844,56.73999786,57.23922061,0.567994647,103.1463244,480.8423062,-1.996496539,-0.96,79.65249413
58,293.2248462,253,36.20168753,38.31995467,55.80909001,56.14764725,0.583769152,105.8512939,481.7713002,10.07902024,4.855782683,79.65303605
59,293.2250712,253,35.25642681,38.32325687,54.20999832,53.59907532,0.599088171,108.6986412,484.0995146,44.24436672,21.41867645,79.65907702
60,293.2259815,253,34.36667319,38.3292891,49.57399978,49.46445587,0.613359942,111.530403,482.8243915,25.35902431,12.24395548,79.67011196
61,293.2269961,252.1428571,33.5757997,38.33510504,46.95000076,45.10751636,0.626625478,114.1748086,485.7980607,68.96071436,33.50098131,79.68075089
62,293.2290882,252,32.86413959,38.34359393,38.81777615,38.2673642,0.638102149,116.6730497,483.0353509,28.14472812,13.59489862,79.69627877
63,293.22919,252,32.33298097,38.34688452,35.38999939,34.71567734,0.648216607,118.5999044,482.3070725,17.36191809,8.373775889,79.70229771
64,293.2290926,252,31.8836896,38.34887293,32.38399964,32.04882356,0.65745036,120.2774002,481.5416193,6.061241124,2.918739866,79.70593474
65,293.2288768,252,31.49920212,38.34934794,30.90599861,30.68167166,0.666141908,121.7470455,481.0556745,-0.611705693,-0.294264495,79.70680358
66,293.2286633,252,31.16930903,38.34898173,30.11999893,29.98091177,0.674554666,123.0344301,480.5302576,-4.921516081,-2.36493739,79.70613374
67,293.2285878,250.8,30.99076648,38.34761542,29.76999855,30.0077973,0.682849638,123.7388415,478.888028,-18.38935534,-8.806442114,79.70363461
68,293.2292391,250,31.14445651,38.34390724,31.69090861,31.57376721,0.691386315,123.1163152,477.7596787,-27.60913345,-13.19053073,79.69685186
69,293.2302056,250,31.36440614,38.33955543,33.50199814,33.41656556,0.700412828,122.2390606,477.5817849,-29.01685363,-13.85792075,79.68889163
70,293.2314633,249.5,31.62349653,38.33472326,35.18999863,35.40993152,0.709954672,121.2222792,476.3877,-38.76379159,-18.46659352,79.68005253
71,293.2342748,249,32.13509303,38.32780721,38.04999924,38.33826095,0.720173877,119.2708768,474.4773085,-54.37054671,-25.79759067,79.66740113
72,293.2390093,249,32.85993508,38.31892113,41.84499778,41.98214418,0.731330195,116.6128936,473.9219158,-58.83000306,-27.88082775,79.65114529
73,293.2439111,248,33.54042483,38.30987265,45.0399971,45.41853998,0.743470312,114.2199982,473.5607042,-61.69383437,-29.21577565,79.63459155
74,293.2494683,247,34.23132196,38.30025357,48.39999771,48.83472811,0.756564942,111.8865746,473.2404332,-64.21632501,-30.38976147,79.61699302
75,293.2554284,247,34.90114095,38.29029447,51.47999954,52.04672481,0.770580201,109.7107242,472.8936491,-66.95411177,-31.66217424,79.59877142
76,293.2611829,247,35.48592112,38.28050919,54.45999908,54.90122619,0.785456756,107.8752023,474.3396827,-54.9594237,-26.0694356,79.58086687
77,293.2646805,248,35.76965036,38.27272632,56.07250023,56.86799802,0.800984713,106.9977647,474.613746,-52.61590973,-24.97223402,79.56662554
78,293.268426,248,36.05053542,38.26468288,58.12199745,58.80547563,0.817055484,106.141788,474.8069494,-50.93379264,-24.1837187,79.55190675
79,293.2714739,249.6363636,36.21279614,38.25735681,59.77908776,60.41863545,0.833625056,105.6459619,475.7120453,-43.40636261,-20.64892954,79.53850013
80,293.2735968,250,36.2272787,38.25109341,60.90999846,61.63692974,0.850580998,105.5864387,476.0364047,-40.66455414,-19.35780815,79.52703774
81,293.2754124,250,36.18069012,38.24523866,62.09454415,62.68604019,0.86785822,105.7062166,476.9848722,-32.79547503,-15.64294547,79.51632287
82,293.2767798,251.2,36.05082981,38.24005251,62.59999847,63.49704255,0.885370042,106.0726,475.552587,-44.50971675,-21.16671095,79.50683131
83,293.2797556,252,36.14378753,38.23278271,64.43999939,64.88770336,0.903206506,105.7796798,475.8066932,-42.33388054,-20.14274371,79.49352586
84,293.2813684,252,36.03850883,38.22719034,65.20545543,65.75152421,0.921362799,106.0731745,477.1467135,-31.24651426,-14.90917159,79.48329013
85,293.2824517,252,35.84548289,38.22239434,65.61000061,66.3567772,0.939703932,106.630993,476.3550258,-37.69886267,-17.9580427,79.47451176
86,293.2845167,252,35.80075192,38.21616674,66.8554521,67.35127597,0.958273218,106.7468271,476.0095178,-40.46554047,-19.26198241,79.46311269
87,293.2863249,252,35.71443301,38.21026729,67.72999827,68.22470492,0.977107664,106.9883072,476.4688515,-36.61653535,-17.44663855,79.45231393
88,293.2881128,250.6666667,35.61899757,38.20441159,68.40999603,69.06073005,0.996165496,107.2585255,475.2771767,-46.34770714,-22.02800739,79.44159489
89,293.2912795,250,35.68033988,38.19689354,69.9536327,70.30636374,1.015523449,107.053054,475.1947761,-46.93661458,-22.30403406,79.42783236
90,293.2936348,250,35.64112094,38.19028061,70.86299744,71.27559286,1.035195117,107.1522994,476.0741583,-39.62348052,-18.86371514,79.41572628
91,293.2951409,250,35.49084533,38.18477436,71.5,71.93137413,1.055092913,107.5904899,477.0098142,-31.85929413,-15.19719598,79.40564582
92,293.2958259,250,35.21498521,38.18063162,71.77799682,72.18525847,1.075122224,108.4215467,478.4414654,-20.0301635,-9.583260777,79.39806139
93,293.2958039,250,34.79896725,38.17813703,71.34799652,71.94974216,1.095143764,109.7105462,478.8588745,-16.56512681,-7.932357979,79.39349426
94,293.2957531,250.5,34.39084445,38.17574389,71.26000214,71.68854047,1.115098712,111.0055438,479.4304305,-11.83318202,-5.673187551,79.38911281
95,293.2954216,251,33.87658323,38.17475656,70.6640007,71.15252511,1.134940877,112.6877416,479.8373811,-8.47284517,-4.065587836,79.38730516
96,293.29507,251,33.37828263,38.17387593,70.15999603,70.42258323,1.154617455,114.3674058,480.8616798,-0.035060625,-0.016859311,79.38569283
97,293.2946594,251,32.85139655,38.17383392,69.09999847,69.40147563,1.174030974,116.2015559,480.4704245,-3.253304641,-1.563116662,79.38561593
98,293.2942869,254,32.38788346,38.17306741,68.36999512,68.66038862,1.193199566,117.8621859,479.9332375,-7.663020962,-3.677738459,79.38421254
99,293.2939719,254,31.97897384,38.17187225,67.86999512,68.1182694,1.212194119,119.365532,479.6793509,-9.736741927,-4.670514047,79.38202435
100,293.2936543,254,31.57836382,38.17081814,67.47908575,67.47505016,1.231042306,120.8764912,480.9141771,0.777092311,0.373714709,79.38009439
101,293.2932549,253,31.13698885,38.17081178,66.3288837,66.47347938,1.24963416,122.5899266,480.1786715,-5.615771229,-2.696573568,79.38008273
102,293.292888,253,30.73764302,38.17047408,65.77999496,65.57521544,1.267997166,124.1815258,481.3621299,7.372256311,3.548725,79.37946444
103,293.2925204,253,30.3283404,38.17112659,64.20999756,64.32170137,1.286012685,125.8595956,480.0456257,-6.714007608,-3.223029983,79.38065913
104,293.2922304,253,30.01454156,38.16982002,63.82399826,63.85440496,1.303810961,127.1710912,479.5490384,-10.78272955,-5.170847587,79.37826691
105,293.2920388,253,29.75178029,38.16798355,63.50545398,63.52727228,1.321498546,128.2880661,479.1149515,-14.33070856,-6.866056735,79.3749045
106,293.2920663,255.625,29.55402696,38.16538751,63.40999985,63.44924692,1.339125075,129.1376893,478.2032521,-21.79818582,-10.42396335,79.3701513
107,293.2925142,256,29.4404197,38.1617096,63.79799881,63.73648671,1.356785323,129.6235244,477.7294991,-25.6499814,-12.25375277,79.36341715
108,293.2930617,256,29.34329937,38.15781721,64.18199921,64.09226609,1.374541022,130.0392868,477.8473001,-24.6330258,-11.77082487,79.35629014
109,293.2935707,256.8571429,29.24104411,38.15400512,64.38999939,64.41206742,1.392384537,130.4809944,477.4521288,-27.8368897,-13.29078225,79.34931002
110,293.2943022,257,29.17012663,38.1497532,64.99818143,64.87625525,1.410345941,130.7836393,477.8071548,-24.86409478,-11.88024239,79.34152437
111,293.2946034,257,29.0365512,38.14639655,65.05500031,65.02166934,1.428393985,131.3737168,478.4735845,-19.34023395,-9.253791062,79.3353779
112,293.2948204,256,28.89037901,38.14326647,64.93000031,65.09291151,1.446455334,132.0275738,477.5520334,-26.88271604,-12.83789571,79.32964622
113,293.2957166,255,28.84339783,38.13870951,65.69599762,65.64444608,1.464610328,132.2268262,477.1457512,-30.16924972,-14.39512932,79.32130153
114,293.2965519,255,28.78786211,38.1342527,66.1672717,66.14716978,1.482917331,132.4664282,477.3660789,-28.30203511,-13.51043153,79.31314001
115,293.297306,250.8,28.72171156,38.12993921,66.52999878,66.58913979,1.501350935,132.7565007,477.1586924,-29.95530026,-14.2934319,79.30524076
116,293.2982977,248,28.68221255,38.12520487,67.12181508,67.15865179,1.519924679,132.9228169,476.8651884,-32.31214765,-15.40853838,79.29657059
117,293.2995815,248,28.6706364,38.12000638,67.76000214,67.84826181,1.538670126,132.9583545,476.1508008,-38.12652447,-18.15397516,79.28705015
118,293.3013654,248,28.70168561,38.11408402,68.75,68.71316962,1.557639793,132.7938872,476.3463462,-36.44604287,-17.36093936,79.27620369
119,293.3024932,248,28.66694556,38.10912762,69.29999542,69.28497444,1.576817026,132.9375239,477.5030732,-26.86783154,-12.82947213,79.26712605
120,293.3028407,236,28.54095935,38.10561459,69.27999878,69.39784017,1.596086197,133.5120313,478.337724,-19.95668369,-9.546034655,79.26069179
121,293.3029181,236,28.37729962,38.10275982,69.11636213,69.30677358,1.615351309,134.271972,478.4344544,-19.12534724,-9.150225071,79.25546307
122,293.3030406,234,28.22543981,38.09978131,69.09999847,69.25390323,1.634594849,134.9838357,478.3150542,-20.07089764,-9.600212492,79.25000764
123,293.3031674,234,28.07796802,38.09679181,69.10090845,69.20497244,1.653827253,135.682154,478.5233141,-18.32021088,-8.766648024,79.24453197
124,293.3031912,234,27.91731314,38.0940873,68.92599945,69.07266753,1.673032068,136.4532722,478.4999916,-18.47854467,-8.84198347,79.23957822
125,293.3032217,234.8888889,27.76167129,38.0913685,68.88999939,68.94634868,1.692205021,137.2084847,478.8825301,-15.29714513,-7.325535565,79.23459824
126,293.3030957,235,27.58125164,38.0891502,68.51374721,68.67433468,1.711317169,138.0979758,478.7294151,-16.52941695,-7.913118107,79.23053495
127,293.3031457,235,27.43790051,38.08637419,68.47999573,68.57140296,1.730375487,138.8093604,478.3116194,-19.93270921,-9.53404642,79.22545002
128,293.3033849,235,27.32604793,38.08310421,68.52999878,68.62055501,1.749424911,139.3655764,477.785057,-24.22496049,-11.57432413,79.21946017
129,293.3040918,235,27.27029363,38.07887129,68.85400086,68.97600897,1.768523707,139.6349882,476.5047872,-34.70753624,-16.53830717,79.21170628
130,293.3056744,235,27.29305185,38.07321014,69.85600128,69.73837207,1.787791112,139.4978119,476.5153309,-34.55208019,-16.46459592,79.20133587
131,293.3066128,233.2857143,27.25761011,38.06854322,70.26000214,70.20081562,1.807237247,139.6620726,477.5975617,-25.58935208,-12.22141216,79.19278648
132,293.3067299,233,27.12171433,38.0657085,70.18999481,70.09702404,1.826744413,140.3514101,480.0202167,-5.6181058,-2.696804364,79.18759343
133,293.3063019,233,26.86379685,38.06542126,68.97272491,69.16871111,1.846077796,141.6978451,479.7972353,-7.449363801,-3.574184156,79.18706721
134,293.3059491,231.4,26.64903079,38.06428594,68.51999664,68.63594483,1.865215686,142.8355359,479.5669168,-9.330442483,-4.474571534,79.18498735
135,293.3056833,231,26.4684166,38.06262615,68.0539978,68.20180558,1.884214337,143.8039408,478.8692813,-15.05042749,-7.207187396,79.18194663
136,293.3057098,231,26.34834412,38.05990242,68.05454601,68.09062749,1.903138301,144.4489348,478.222142,-20.34175053,-9.727875509,79.17695674
137,293.3058478,231.6,26.24679866,38.05687015,68.15000153,68.07326695,1.922054208,144.9962361,478.6457718,-16.81822635,-8.049972933,79.17140151
138,293.305689,232,26.10045823,38.05475647,67.80090956,67.7805896,1.940929065,145.8011048,479.3661231,-10.86434558,-5.207999219,79.16752912
139,293.305383,232,25.92606836,38.05327709,67.2519989,67.30037876,1.959690702,146.7761196,479.4525047,-10.13507709,-4.859288096,79.16481879
140,293.3051644,232.6666667,25.77572598,38.05141959,66.86000061,66.9402887,1.97832743,147.6250159,478.6306411,-16.87467679,-8.076737373,79.16141566
141,293.3052499,233,25.6806818,38.04852665,66.97181632,66.89920303,1.996914262,148.160111,478.356133,-19.09758773,-9.135448219,79.15611545
142,293.3052527,233,25.575401,38.04587894,66.88999939,66.78374643,2.015487109,148.7596575,478.9691681,-14.02033285,-6.715307163,79.15126444
143,293.3049608,232,25.4124754,38.04446362,66.43999481,66.27845961,2.03398401,149.7078227,480.4816727,-1.557098556,-0.748157319,79.14867134
144,293.3045227,231,25.19786692,38.04470862,65.40000153,65.17901252,2.052250023,150.9838461,480.9726741,4.432323445,2.131826459,79.14912022
145,293.3040975,231,24.98838466,38.04543224,64.13999939,63.90470941,2.070177746,152.2524675,480.9805242,4.531723896,2.179670935,79.15044603
146,293.3036683,231,24.78742923,38.04601346,62.93000031,62.70325176,2.087758167,153.4891461,480.8358288,2.390963972,1.149661143,79.15151092
147,293.3032318,231,24.59549162,38.04623771,61.87699852,61.65255927,2.105026187,154.6878521,480.6801758,0.096976967,0.046614906,79.15192177
148,293.3027957,231,24.41051578,38.04634755,60.95110956,60.6464134,2.122016317,155.860482,480.8499292,2.590915748,1.245841654,79.15212302
149,293.3023741,231.8181818,24.23779367,38.0463517,59.83545165,59.68828888,2.138714771,156.971184,479.9044928,-6.32930597,-3.037462372,79.15213062
150,293.3020234,232,24.10565973,38.04519868,59.34599838,59.17193482,2.155221197,157.8268304,479.6949629,-8.03887401,-3.85620737,79.15001811
151,293.3017097,232,23.98624926,38.04384528,58.86545354,58.74185929,2.171592927,158.6068954,479.2401305,-11.76417408,-5.637864321,79.14753843
152,293.3014229,232.7777778,23.86768761,38.04270441,58.70999908,58.20351619,2.187862987,159.389988,481.0744065,5.972823386,2.873372465,79.14544815
153,293.3010301,233,23.70841571,38.04327689,57.14090763,57.00680248,2.203839476,160.4631762,479.8053022,-7.106968118,-3.409960986,79.14649704
154,293.3007567,233,23.6068482,38.04179046,56.77999878,56.67266499,2.219618003,161.147266,478.8326759,-15.09058234,-7.22586392,79.14377361
155,293.3008445,234.4285714,23.56761132,38.03894973,56.90999985,56.80061573,2.235366902,161.4035009,477.8287953,-23.31460686,-11.14039051,79.13856878
156,293.3013707,235,23.57458506,38.03505807,57.48999786,57.3337118,2.25121352,161.3392472,477.3202147,-27.45094531,-13.10289111,79.13143827
157,293.3020518,235,23.59337229,38.03085629,58.14999771,57.97408641,2.267230053,161.1929648,477.3825957,-26.88605356,-12.83493404,79.12373938
158,293.3028084,235,23.61565194,38.02652859,58.62999725,58.64132128,2.283416628,161.0225654,476.4888745,-34.18619247,-16.28934037,79.11580958
159,293.3043517,235,23.69041612,38.02092704,59.85272633,59.72379731,2.299855242,160.4907523,476.1950932,-36.53541687,-17.39798624,79.10554537
160,293.3057111,235,23.74991441,38.01558572,60.77299805,60.68558684,2.316583498,160.0662009,476.598141,-33.15407517,-15.80117059,79.09575771
161,293.3068901,232.75,23.79449657,38.01051474,61.47999954,61.530065,2.333554609,159.744984,476.2164537,-36.23298775,-17.25474493,79.08646518
162,293.3086247,232,23.87013341,38.00463584,62.54999924,62.59246025,2.350789033,159.2141744,475.5621089,-41.54642809,-19.75790696,79.07569179
163,293.3108794,232,23.96986768,37.9980835,63.77999878,63.81393889,2.368343533,158.5243774,475.1885259,-44.54219875,-21.16594177,79.0636839
164,293.3132198,232,24.06920407,37.99142276,65.02999878,65.01978326,2.386242418,157.8424556,475.6287575,-40.83933531,-19.42436231,79.05147689
165,293.3148345,232,24.12563334,37.98568675,65.87399978,65.92148091,2.404436637,157.4494904,476.47467,-33.80769446,-16.10851006,79.04096426
166,293.3157659,232,24.13679956,37.98097745,66.38727292,66.4991637,2.422835173,157.3571399,477.1533117,-28.16437359,-13.43872413,79.03233307
167,293.3162643,232,24.11418129,37.97705937,66.65999603,66.80074056,2.441355739,157.4884874,477.800561,-22.78869154,-10.8884496,79.02515186
168,293.3164404,232,24.06269377,37.97384872,66.65000153,66.86041396,2.459922421,157.8121265,478.086472,-20.39561061,-9.75086552,79.01926714
169,293.3165262,232,24.00262014,37.97086848,66.66999817,66.84703909,2.47849541,158.1946815,478.3495508,-18.19325767,-8.702736636,79.01380463
170,293.3165172,232,23.9331183,37.96815041,66.53363314,66.75430915,2.497049892,158.6427224,478.2374491,-19.08215261,-9.125799989,79.00882259
171,293.3166856,231,23.88328553,37.9649658,66.59110938,66.80915158,2.515594086,158.9603982,477.5971604,-24.31276446,-11.61170727,79.00298531
172,293.3173058,231,23.87193326,37.96081087,67.00090582,67.18309646,2.534195457,159.0185866,476.6946546,-31.69003359,-15.10646962,78.99536931
173,293.3185606,231,23.90170102,37.95557373,67.79499817,67.8828431,2.552950468,158.7986298,476.1028182,-36.49763193,-17.37662542,78.98576937
174,293.319917,231,23.93506059,37.9501834,68.59799804,68.60319918,2.571912925,158.5547831,476.7032792,-31.48934931,-15.01107607,78.97588833
175,293.3206008,231,23.92427904,37.94588727,68.88545019,68.98007079,2.591029168,158.6082791,477.477489,-25.06350705,-11.96726041,78.96801287
176,293.3211039,231,23.89933307,37.94194784,68.93999481,69.23549914,2.610217108,158.75735,476.6185251,-32.08568781,-15.2926332,78.96079112
177,293.3223256,231,23.9214333,37.93674869,69.86363151,69.86622212,2.62953987,158.5889449,476.7951826,-30.56793703,-14.57464512,78.95125983
178,293.322916,231,23.90185086,37.93261346,70.03599701,70.16463934,2.648995104,158.7015737,477.5027295,-24.69238427,-11.79068089,78.94367876
179,293.323238,231,23.86185348,37.92901795,70.09999847,70.28738673,2.668503382,158.9525222,477.6236868,-23.65215092,-11.29682752,78.93708701
180,293.3234606,231,23.81332546,37.92566035,70.24363361,70.33473837,2.688041052,159.2623441,478.3361289,-17.74553591,-8.488330951,78.93093132
181,293.3232974,231,23.72630502,37.92337211,69.85499954,70.06528802,2.707544229,159.8368228,478.755767,-14.26244599,-6.828228268,78.92673608
182,293.3231075,231,23.63788927,37.92117535,69.58000183,69.77297101,2.726965007,160.425387,478.631471,-15.25827334,-7.303089814,78.9227085
183,293.3229459,231,23.55489074,37.91888155,69.39600068,69.51256141,2.746311876,160.9809273,478.8064432,-13.7892927,-6.60240219,78.91850297
184,293.322703,231,23.46288792,37.91688901,69.02363656,69.16713093,2.765573062,161.6036744,478.847367,-13.42753305,-6.429738848,78.91484972
185,293.3224897,229.8,23.37694105,37.91478478,68.75,68.85886022,2.784742173,162.1888197,478.7207435,-14.4436407,-6.914470414,78.91099166
186,293.3222942,229,23.29509535,37.91261717,68.51799774,68.57303269,2.803831177,162.7493539,478.8531804,-13.32640127,-6.381389631,78.90701734
187,293.3220602,229,23.20979516,37.91059877,68.15363173,68.24652365,2.822832079,163.3387909,478.6808745,-14.71959905,-7.045990546,78.90331657
188,293.3219656,229,23.14311086,37.90810072,67.99818004,68.06749638,2.84175969,163.7986395,478.1399431,-19.14130819,-9.15222401,78.89873627
189,293.322154,229,23.10443611,37.90483091,68.08000183,68.12664918,2.860668859,164.0586714,477.4328937,-24.92101937,-11.89811439,78.89274083
