Time,In/Temperature (BMS ECM/Power Limits),road_slope,In/Specific Consumption Avg (BMS Monitor),In/Energy (BMS Monitor),In/Desired Velocity (Vehicle Monitor),In/Actual Velocity (Vehicle Monitor),In/Distance (Vehicle Monitor),In/Range (BMS Monitor),In/Voltage (BMS Monitor),In/Current (BMS Monitor),In/Power (BMS Monitor),In/SoC (BMS Monitor)
13,293.2033173,261,36.22329473,38.43728529,43.25777775,43.47353785,0.127488233,106.1120629,479.2817198,-16.25320541,-7.789864243,79.86761071
14,293.203533,261,37.43174987,38.43486838,43.56624889,43.78359312,0.139608921,102.67986,479.3699915,-15.49912773,-7.429816729,79.86319206
15,293.2036994,262.5,38.55631953,38.43261924,43.81999969,44.00309706,0.151805447,99.67916987,479.622185,-13.4020244,-6.427908226,79.85908007
16,293.2037812,263,39.52216447,38.43068755,43.85666529,44.06686401,0.164038923,97.23831695,479.7379291,-12.42844373,-5.962395858,79.85554842
17,293.203793,263,40.30472373,38.42912243,43.90999985,43.95681689,0.176278304,95.34644795,480.6846804,-4.640491905,-2.230613368,79.85268693
18,293.2036452,263,40.47351602,38.4289132,43.13999939,43.15671937,0.188386458,94.94829454,481.2924881,0.626351176,0.301458116,79.8523044
19,293.2035552,265,40.80749694,38.42833974,42.20000076,42.54941582,0.2002586,94.16980363,479.6098397,-13.45038391,-6.450936473,79.85125593
20,293.2037945,265,39.69867227,38.42584891,42.86999893,42.92559845,0.212126373,96.79378859,479.2604308,-16.28678885,-7.805613442,79.8467019
21,293.2039818,265,38.61559108,38.42352525,43.13999939,43.20218136,0.224093442,99.50262104,479.5633392,-13.77263105,-6.604848936,79.84245348
22,293.2040131,267,37.35054626,38.42187464,43.20000076,43.14602901,0.236102621,102.8683071,480.6762129,-4.620500003,-2.220964443,79.83943556
23,293.2038872,267,35.79965185,38.42129482,42.39111201,42.55919922,0.247995314,107.3230963,480.2948785,-7.742369079,-3.718620216,79.83837545
24,293.2037992,267,34.51829774,38.42058018,42.29000092,42.01562889,0.259770571,111.3049678,481.5610735,4.760499928,2.292471456,79.83706881
25,293.2036816,268,33.11035959,38.42166649,40.75999927,40.43135748,0.27123098,116.0412239,481.8339866,8.74989403,4.215996323,79.83905499
26,293.2035603,268,31.88244839,38.42245501,39.01888784,39.00041943,0.282232668,120.5128745,480.9089708,-2.717720392,-1.306976117,79.84049669
27,293.2034477,261.875,30.84179712,38.42272689,38.52999878,37.827573,0.292954049,124.580052,482.1601046,13.52228526,6.519906473,79.84099379
28,293.2033856,261,29.84221007,38.42413519,35.83666484,35.82473298,0.303129434,128.7576727,480.8370807,-3.328339336,-1.60038897,79.84356865
29,293.2032812,261,29.16420798,38.42330451,35.55999756,35.47115681,0.313024788,131.7481501,480.3570293,-7.257076347,-3.485987636,79.84204988
30,293.2032253,261,28.65786946,38.42207388,35.37624932,35.30398079,0.322849645,134.0716341,480.0801248,-9.513964222,-4.567465131,79.83979984
31,293.2031638,258.5,28.12021271,38.42128355,35.43999863,34.8208375,0.332633595,136.632265,481.6913356,6.660557857,3.20833301,79.83835482
32,293.20306,258,27.38104258,38.42255235,33.3799981,32.8458097,0.342035395,140.3253811,481.7861402,8.026670239,3.867138473,79.84067467
33,293.2029374,258,26.73363825,38.42349315,31.45555454,31.08156193,0.350896155,143.7271381,481.4318305,2.79541885,1.345803614,79.84239478
34,293.2028183,257.2,26.15258651,38.42434037,30.25,29.28795247,0.359326163,146.9236718,482.0845852,12.37600904,5.966283184,79.8439438
35,293.202763,257,25.6179755,38.42612194,27.11250019,26.33095786,0.367040618,149.9967159,481.8689796,9.165921946,4.416773455,79.84720111
36,293.2026555,257,25.17452115,38.42732014,24.59666634,23.81315827,0.373998345,152.6436984,481.6941796,6.568825095,3.164164815,79.84939179
37,293.2025549,257,24.79146929,38.42856188,22.28999901,20.88913691,0.380256435,155.0071979,482.0711468,12.08498719,5.825823631,79.85166208
38,293.2024602,257,24.48507832,38.42982598,17.92333221,17.09361879,0.385489841,156.9520239,481.4392634,2.764617661,1.33099549,79.85397322
39,293.2023118,257,24.27305263,38.42995868,15.5199995,14.70175384,0.389890176,158.3235503,481.1730766,-0.643224757,-0.309502435,79.85421584
40,293.2021651,257,24.11279114,38.42976166,13.52999973,12.56520186,0.393685837,159.3750032,481.0228573,-1.873360609,-0.901129273,79.85385563
41,293.2020278,257,24.02762295,38.42934028,11.11999935,10.04767442,0.396837033,159.9381694,480.8054643,-3.651883855,-1.755845712,79.85308523
42,293.2018853,257,23.95970755,38.4290345,8.319999695,7.233935752,0.399238119,160.3902486,481.0068372,-1.995813626,-0.96,79.85252617
43,293.2017431,257,23.93799689,38.42873127,5.529999733,4.627963625,0.400866937,160.5344484,481.0063796,-1.995815525,-0.96,79.85197178
44,293.2016012,257,23.95255053,38.42842804,3.519999981,3.042962952,0.401889325,160.4356412,481.0059221,-1.995817423,-0.96,79.85141738
45,293.2014618,257,23.99176845,38.42807959,3.210000038,2.769821832,0.402684776,160.1719343,480.9129757,-2.754127447,-1.324495626,79.8507803
46,293.2013283,257,24.05878055,38.42762117,3.319999933,2.991071526,0.403468569,159.7238941,480.8183485,-3.524865263,-1.694819894,79.84994217
47,293.2012038,257,24.14879663,38.42703131,4.256000114,3.768106197,0.404407223,159.1260712,480.7621891,-3.978349684,-1.912640103,79.84886372
48,293.2010808,257,24.23045263,38.42642636,4.746999979,4.359969357,0.405541048,158.5873238,480.7653592,-3.944855157,-1.896549707,79.84775767
49,293.2009521,257,24.28003466,38.4259201,5.086999894,4.439977621,0.406797967,158.261389,481.0021417,-1.995833109,-0.96,79.84683207
50,293.2008125,257,24.29232852,38.42561687,3.639999962,2.827580032,0.407840335,158.1800478,481.0016841,-1.995835008,-0.96,79.84627767
51,293.2006733,257,24.33874298,38.42531365,1.189090902,0.743593182,0.408308435,157.8771495,481.0012266,-1.995836906,-0.96,79.84572328
52,293.2005345,257,24.40940169,38.42501042,2.11E-12,0,0.408368744,157.418895,481.0007691,-1.995838805,-0.96,79.84516888
53,293.2003962,257,24.48365471,38.42470719,0,0,0.408368744,156.940243,481.0003115,-1.995840703,-0.96,79.84461448
54,293.2002582,257,24.55790767,38.42440397,0,0,0.408368744,156.4644858,480.999854,-1.995842602,-0.96,79.84406008
55,293.2001206,257,24.63216059,38.42410074,0,0,0.408368744,155.9915973,480.9993965,-1.9958445,-0.96,79.84350568
56,293.1999834,257,24.70641345,38.42379752,0,0,0.408368744,155.5215515,480.998939,-1.995846399,-0.96,79.84295127
57,293.1998465,257,24.78066625,38.42349429,0,0,0.408368744,155.054323,480.9984814,-1.995848297,-0.96,79.84239687
58,293.1997101,257,24.85491901,38.42319107,0,0,0.408368744,154.5898864,480.9980239,-1.995850195,-0.96,79.84184247
59,293.1995741,257,24.92917171,38.42288784,0,0,0.408368744,154.1282169,480.9975664,-1.995852094,-0.96,79.84128807
60,293.1994384,257,25.00342436,38.42258462,0,0,0.408368744,153.6692897,480.9971089,-1.995853992,-0.96,79.84073366
61,293.1993032,257,25.07767695,38.42228139,0,0,0.408368744,153.2130806,480.9966514,-1.995855891,-0.96,79.84017926
62,293.1991683,257,25.15192949,38.42197817,0,0,0.408368744,152.7595654,480.9961939,-1.995857789,-0.96,79.83962485
63,293.1990338,257,25.22618198,38.42167495,0,0,0.408368744,152.3087203,480.9957364,-1.995859687,-0.96,79.83907045
64,293.1988997,257,25.30043441,38.42137172,0,0,0.408368744,151.8605218,480.9952789,-1.995861586,-0.96,79.83851604
65,293.198766,257,25.37468679,38.4210685,0,0,0.408368744,151.4149468,480.9948214,-1.995863484,-0.96,79.83796164
66,293.1986326,257,25.44893912,38.42076528,0,0,0.408368744,150.9719721,480.9943639,-1.995865382,-0.96,79.83740723
67,293.1984997,257,25.52319139,38.42046205,0,0,0.408368744,150.5315752,480.9939064,-1.995867281,-0.96,79.83685282
68,293.1983671,257,25.59744362,38.42015883,0,0,0.408368744,150.0937336,480.9934489,-1.995869179,-0.96,79.83629841
69,293.1982349,257,25.67169578,38.41985561,0,0,0.408368744,149.6584251,480.9929914,-1.995871078,-0.96,79.83574401
70,293.1981031,257,25.7459479,38.41955238,0,0,0.408368744,149.2256278,480.9925339,-1.995872976,-0.96,79.8351896
71,293.1979716,257,25.82019996,38.41924916,0,0,0.408368744,148.79532,480.9920764,-1.995874874,-0.96,79.83463519
72,293.1978405,257,25.89445197,38.41894594,0,0,0.408368744,148.3674804,480.9916189,-1.995876773,-0.96,79.83408078
73,293.1977098,257,25.96870392,38.41864272,0,0,0.408368744,147.9420876,480.9911614,-1.995878671,-0.96,79.83352637
74,293.1975795,257,26.04295583,38.4183395,0,0,0.408368744,147.5191209,480.990704,-1.995880569,-0.96,79.83297196
75,293.1974495,257,26.11720767,38.41803628,0,0,0.408368744,147.0985595,480.9902465,-1.995882467,-0.96,79.83241754
76,293.19732,257,26.19145947,38.41773305,0,0,0.408368744,146.680383,480.989789,-1.995884366,-0.96,79.83186313
77,293.1971907,257,26.26571121,38.41742983,0,0,0.408368744,146.264571,480.9893315,-1.995886264,-0.96,79.83130872
78,293.1970619,257,26.3399629,38.41712661,0,0,0.408368744,145.8511037,480.9888741,-1.995888162,-0.96,79.83075431
79,293.1969334,256.25,26.41421454,38.41682339,0,0,0.408368744,145.4399613,480.9884166,-1.995890061,-0.96,79.83019989
80,293.1968053,256,26.48846612,38.41652017,0,0,0.408368744,145.0311241,480.9879591,-1.995891959,-0.96,79.82964548
81,293.1966775,256,26.56271765,38.41621695,0,0,0.408368744,144.6245729,480.9875017,-1.995893857,-0.96,79.82909106
82,293.1965502,256,26.63696912,38.41591373,0,0,0.408368744,144.2202886,480.9870442,-1.995895755,-0.96,79.82853665
83,293.1964231,256,26.71122055,38.41561051,0,0,0.408368744,143.8182521,480.9865868,-1.995897654,-0.96,79.82798223
84,293.1962965,256,26.78547191,38.41530729,0,0,0.408368744,143.418445,480.9861293,-1.995899552,-0.96,79.82742782
85,293.1961702,256,26.85972323,38.41500407,0,0,0.408368744,143.0208485,480.9856719,-1.99590145,-0.96,79.8268734
86,293.1960443,256,26.93397449,38.41470085,0,0,0.408368744,142.6254445,480.9852144,-1.995903348,-0.96,79.82631898
87,293.1959187,256,27.0082257,38.41439764,0,0,0.408368744,142.232215,480.984757,-1.995905247,-0.96,79.82576457
88,293.1957935,256,27.08247686,38.41409442,0,0,0.408368744,141.8411418,480.9842995,-1.995907145,-0.96,79.82521015
89,293.1956686,256,27.15672796,38.4137912,0,0,0.408368744,141.4522075,480.9838421,-1.995909043,-0.96,79.82465573
90,293.1955441,256,27.23097901,38.41348798,0,0,0.408368744,141.0653945,480.9833846,-1.995910941,-0.96,79.82410131
91,293.1954199,256,27.30523001,38.41318476,0,0,0.408368744,140.6806855,480.9829272,-1.99591284,-0.96,79.82354689
92,293.1952961,256,27.37948095,38.41288155,0,0,0.408368744,140.2980634,480.9824697,-1.995914738,-0.96,79.82299247
93,293.1951727,256,27.45373184,38.41257833,0,0,0.408368744,139.9175112,480.9820123,-1.995916636,-0.96,79.82243805
94,293.1950496,256,27.52798268,38.41227511,0,0,0.408368744,139.5390122,480.9815549,-1.995918534,-0.96,79.82188363
95,293.1949273,256,27.60351136,38.41196172,2.62E-11,0.370966117,0.408386681,139.1560705,480.939725,-2.335180309,-1.123080976,79.82131061
96,293.1948098,256,27.68293395,38.41155414,2.243571435,1.403311229,0.408687338,138.7553581,480.9804676,-1.995923046,-0.96,79.82056536
97,293.1946877,256,27.74700552,38.41125093,0,0,0.408836414,138.4338605,480.9800102,-1.995924944,-0.96,79.82001093
98,293.194566,256,27.82117119,38.41094771,0,0,0.408836414,138.0637337,480.9795528,-1.995926842,-0.96,79.81945651
99,293.1944446,256,27.89533681,38.41064449,0,0,0.408836414,137.6955753,480.9790953,-1.995928741,-0.96,79.81890208
100,293.1943236,256,27.96950237,38.41034128,0,0,0.408836414,137.3293696,480.9786379,-1.995930639,-0.96,79.81834766
101,293.194203,256,28.04366788,38.41003806,0,0,0.408836414,136.9651011,480.9781805,-1.995932537,-0.96,79.81779323
102,293.1940826,256,28.11783333,38.40973485,0,0,0.408836414,136.6027545,480.9777231,-1.995934435,-0.96,79.81723881
103,293.1939627,256,28.19199873,38.40943163,0,0,0.408836414,136.2423147,480.9772657,-1.995936333,-0.96,79.81668438
104,293.193843,256,28.26616408,38.40912842,0,0,0.408836414,135.8837666,480.9768083,-1.995938231,-0.96,79.81612995
105,293.1937237,256,28.34032938,38.4088252,0,0,0.408836414,135.5270953,480.9763509,-1.995940129,-0.96,79.81557553
106,293.1936048,256,28.41449462,38.40852199,0,0,0.408836414,135.1722862,480.9758934,-1.995942028,-0.96,79.8150211
107,293.1934911,256,28.50452494,38.40813436,1.52E-10,1.423806694,0.408904996,134.7439905,480.5300028,-5.648696512,-2.71436815,79.81431232
108,293.1937904,256,29.01125153,38.40568793,8.550000191,7.92261569,0.410195545,132.3820445,478.3559697,-23.45179267,-11.21830502,79.80983897
109,293.1946068,256,29.74067831,38.40182492,12.96999931,12.81669257,0.413123958,129.1222228,478.2082306,-24.61652993,-11.77182722,79.80277527
110,293.1951193,256,30.20012615,38.39871696,15.72999954,15.52172147,0.417130128,127.1475383,479.8774611,-10.88558023,-5.223744605,79.7970921
111,293.1950592,256,30.12950657,38.39770111,15.08999931,15.6391593,0.421479436,127.4421837,480.5412772,-5.427656866,-2.608213163,79.79523451
112,293.1949746,256,30.01955554,38.39686538,15.00999928,15.53509477,0.425807129,127.9061755,480.4921227,-5.820541069,-2.796724133,79.79370628
113,293.1948863,256,29.90059718,38.39608487,15.07999921,15.33210007,0.430111521,128.4124349,480.791291,-3.356794091,-1.613917365,79.79227903
114,293.1947699,256,29.71438341,38.3956575,14.20333301,14.33808392,0.434245221,129.2157302,480.9080664,-2.393594826,-1.15109906,79.79149751
115,293.1946552,256,29.5574544,38.39521088,12.95444446,13.29944407,0.438061756,129.9002626,480.7248802,-3.890747306,-1.870379032,79.79068082
116,293.1945515,257,29.45288484,38.39459704,12.67000008,12.92146355,0.441701193,130.3593765,480.7038273,-4.055851329,-1.949663257,79.78955833
117,293.1944575,257,29.37764934,38.39388673,12.35599976,12.7474198,0.445250248,130.6908061,480.4029771,-6.51492191,-3.129787881,79.78825942
118,293.1944523,257,29.44245418,38.39253395,13.02874971,13.50468087,0.448864876,130.3985521,479.5820221,-13.23243931,-6.346040001,79.78578565
119,293.1946782,257,29.70385281,38.39017136,15.2277779,15.33610077,0.452868621,129.2430703,479.2814966,-15.66853775,-7.509640224,79.78146523
120,293.195243,258,30.09985369,38.38701677,16.69000053,17.67900044,0.457390972,127.5322371,476.8910349,-35.23894576,-16.80513731,79.77569643
121,293.1977855,258,31.1401177,38.38052322,22.4466663,22.36070976,0.4629641,123.2510538,476.3410562,-39.67318139,-18.89796512,79.76382134
122,293.199391,259,31.80933595,38.37529784,25.27999878,25.48932692,0.469651277,120.6416189,477.8752383,-27.02397865,-12.91409024,79.7542651
123,293.1998781,259,31.96089542,38.37224679,26.63999939,26.8669323,0.476970373,120.0599867,479.9354232,-10.08460441,-4.839958886,79.74868518
124,293.1997738,259,31.60485986,38.37181637,25.91666667,26.16938385,0.484383327,121.4111264,481.4106738,3.627782055,1.746453003,79.747898
125,293.199639,259,31.19597397,38.37224013,24.22200012,24.66396528,0.49142457,123.0038215,481.1325576,-0.263061506,-0.126567455,79.74867301
126,293.1995079,259,30.85669988,38.3719113,23.43000031,23.94324203,0.498157367,124.3552015,480.9208121,-1.996170629,-0.96,79.74807162
127,293.1994157,259,30.62483287,38.37104055,23.27888807,23.71150806,0.50477231,125.2938774,480.3676918,-6.523219541,-3.133543914,79.74647913
128,293.1993928,259,30.48834082,38.36972294,23.23999977,23.84384218,0.511353789,125.8504789,479.499366,-13.63068184,-6.535903301,79.74406937
129,293.199711,259.5,30.60554051,38.36705067,24.61999893,25.07258808,0.518126968,125.3598206,478.4727839,-22.01992677,-10.53593566,79.73918203
130,293.2003801,260,30.86790242,38.36346454,26.58799934,26.8582912,0.525340818,124.2827064,478.3406667,-23.05994894,-11.03051135,79.73262322
131,293.2009851,260,31.06966215,38.36001737,28.05999947,28.44430761,0.53302432,123.4645462,478.3678916,-22.79438308,-10.90410097,79.72631844
132,293.2015651,260,31.23048903,38.35662683,29.55999947,29.90518811,0.541135924,122.8178873,478.6388018,-20.53018705,-9.826544132,79.72011712
133,293.2019248,260,31.2638144,38.35380031,30.59999847,30.94133525,0.549599965,122.6779299,479.2217633,-15.71254226,-7.529792208,79.71494731
134,293.2020215,260,31.12481046,38.35186627,31.03999901,31.32309072,0.558268329,123.2195978,480.1870194,-7.769205714,-3.730671735,79.71140982
135,293.2019073,260,30.74736015,38.35170151,30.51000023,30.41780026,0.566894651,124.7316886,481.6459057,7.532258573,3.627881502,79.71110847
136,293.201798,259,30.33448829,38.35283328,28.30999947,28.33047344,0.575045459,126.4330979,481.5087561,5.490303672,2.643629292,79.71317854
137,293.2016749,259,29.96548908,38.35373135,26.6477765,26.3764433,0.582659266,127.9930097,481.6575487,7.658552081,3.688799422,79.71482117
138,293.2015679,258.1111111,29.63194575,38.35489932,24.28888745,23.90435212,0.589648603,129.4376672,481.6586023,7.64819593,3.683819362,79.71695745
139,293.2014514,258,29.34416825,38.35590543,21.75375009,21.39558504,0.595931537,130.7104877,481.4869509,5.101642738,2.456374406,79.71879766
140,293.2013139,258,29.10488244,38.356302,19.58666632,19.6098132,0.601585197,131.7864866,480.8858945,-2.089998122,-1.005050616,79.71952299
141,293.2011753,259,28.90805722,38.35612333,19.05999947,18.50937424,0.606917644,132.6831583,481.294088,2.260600175,1.088013499,79.7191962
142,293.2010315,259,28.71815814,38.35637144,16.78124952,16.36491115,0.611756009,133.5613909,481.1621273,0.314511288,0.151330921,79.71965
143,293.2008894,259,28.56823185,38.35620843,14.93124926,14.78133668,0.616052325,134.2617514,480.7719064,-3.024004901,-1.453856601,79.71935185
144,293.2007532,259,28.45082004,38.35592449,14.25999928,12.83831574,0.619989199,134.8148293,481.149428,0.137648889,0.066229684,79.71883251
145,293.200614,259,28.36851295,38.35566069,9.215000154,8.866869985,0.622931467,135.2050449,480.8963478,-1.996272179,-0.96,79.71835002
146,293.2004754,259,28.31516387,38.35535751,7.799999952,7.53692728,0.625175863,135.4587164,480.8958902,-1.996274079,-0.96,79.7177955
147,293.2003372,259,28.27666584,38.35505434,7.339999676,5.153383579,0.627099203,135.6420681,480.8954325,-1.996275978,-0.96,79.71724098
148,293.2001994,259,28.3019623,38.35475116,0,0,0.627609917,135.5197592,480.8949749,-1.996277878,-0.96,79.71668645
149,293.2000619,259,28.35026867,38.35444799,0,0,0.627609917,135.2877761,480.8945173,-1.996279778,-0.96,79.71613193
150,293.1999256,259,28.40008878,38.35412795,2.77E-11,0.536165073,0.62763583,135.0493241,480.8161922,-2.634899541,-1.266902364,79.71554657
151,293.1998106,259,28.48117178,38.35348248,3.24000001,2.948660623,0.628115315,134.6625861,480.4671418,-5.490522824,-2.638015808,79.71436598
152,293.199719,259,28.57363695,38.35258792,5,4.79187411,0.629213446,134.2236831,480.4546374,-5.582042545,-2.681918227,79.71272976
153,293.199615,259,28.62961089,38.35181421,5.718181784,5.666918072,0.630685739,133.958559,480.596007,-4.412682817,-2.120717742,79.7113146
154,293.1994983,259,28.65576033,38.35118657,5.789999962,5.933945057,0.632300509,133.8341266,480.6280331,-4.142175616,-1.990845719,79.71016659
155,293.1993818,259,28.6784799,38.35056037,6.069999934,6.154378484,0.633983079,133.7259175,480.6537382,-3.923545726,-1.88586692,79.70902123
156,293.1992618,259,28.69153682,38.34998464,6.079999924,6.198278496,0.635701207,133.663055,480.6802938,-3.69856297,-1.777826335,79.70796816
157,293.1991354,259,28.68668084,38.3495258,6.063333087,5.9049635,0.637408298,133.6840815,480.8870973,-1.99631058,-0.96,79.7071289
158,293.199001,259,28.67011054,38.34922263,4.837272557,3.707185559,0.638834146,133.7602887,480.8866397,-1.99631248,-0.96,79.70657437
159,293.198867,259,28.70057317,38.34891946,0,0,0.639212417,133.61726,480.8861821,-1.996314379,-0.96,79.70601984
160,293.1987334,259,28.74800206,38.34861628,0,0,0.639212417,133.3957616,480.8857245,-1.996316279,-0.96,79.70546531
161,293.1986002,259,28.79543092,38.34831311,0,0,0.639212417,133.174993,480.8852669,-1.996318179,-0.96,79.70491077
162,293.1984673,259,28.84285975,38.34800994,0,0,0.639212417,132.9549506,480.8848093,-1.996320078,-0.96,79.70435624
163,293.1983348,259,28.89028854,38.34770677,0,0,0.639212417,132.7356309,480.8843517,-1.996321978,-0.96,79.70380171
164,293.1982027,259,28.9377173,38.3474036,0,0,0.639212417,132.5170303,480.8838941,-1.996323877,-0.96,79.70324717
165,293.198071,259,28.98514603,38.34710043,0,0,0.639212417,132.2991452,480.8834365,-1.996325777,-0.96,79.70269264
166,293.1979396,259,29.03257472,38.34679726,0,0,0.639212417,132.0819722,480.8829789,-1.996327677,-0.96,79.7021381
167,293.1978086,259,29.08000338,38.34649409,0,0,0.639212417,131.8655077,480.8825213,-1.996329576,-0.96,79.70158357
168,293.197678,259,29.127432,38.34619092,0,0,0.639212417,131.6497483,480.8820637,-1.996331476,-0.96,79.70102903
169,293.1975478,259,29.17486059,38.34588775,0,0,0.639212417,131.4346906,480.8816061,-1.996333376,-0.96,79.70047449
170,293.1974179,259,29.22228915,38.34558458,0,0,0.639212417,131.2203311,480.8811486,-1.996335275,-0.96,79.69991996
171,293.1972884,259,29.26971767,38.34528141,0,0,0.639212417,131.0066665,480.880691,-1.996337175,-0.96,79.69936542
172,293.1971593,259,29.31714615,38.34497824,0,0,0.639212417,130.7936934,480.8802334,-1.996339074,-0.96,79.69881088
173,293.1970305,259,29.36457461,38.34467508,0,0,0.639212417,130.5814083,480.8797758,-1.996340974,-0.96,79.69825634
174,293.1969022,259,29.41200303,38.34437191,0,0,0.639212417,130.3698081,480.8793183,-1.996342873,-0.96,79.6977018
175,293.1967741,259,29.45943141,38.34406874,0,0,0.639212417,130.1588894,480.8788607,-1.996344773,-0.96,79.69714726
176,293.1966465,259,29.50685976,38.34376557,0,0,0.639212417,129.9486488,480.8784031,-1.996346673,-0.96,79.69659272
177,293.1965192,259,29.55428808,38.3434624,0,0,0.639212417,129.7390832,480.8779456,-1.996348572,-0.96,79.69603818
178,293.1963923,259,29.60171636,38.34315924,0,0,0.639212417,129.5301893,480.877488,-1.996350472,-0.96,79.69548364
179,293.1962657,259,29.64914461,38.34285607,0,0,0.639212417,129.3219638,480.8770304,-1.996352371,-0.96,79.6949291
180,293.1961395,259,29.69657283,38.3425529,0,0,0.639212417,129.1144036,480.8765729,-1.996354271,-0.96,79.69437455
181,293.1960136,259,29.74400101,38.34224974,0,0,0.639212417,128.9075055,480.8761153,-1.99635617,-0.96,79.69382001
182,293.1958882,259,29.79142915,38.34194657,0,0,0.639212417,128.7012663,480.8756578,-1.99635807,-0.96,79.69326547
183,293.195763,259,29.83885727,38.3416434,0,0,0.639212417,128.4956829,480.8752002,-1.996359969,-0.96,79.69271092
184,293.1956383,259,29.88628535,38.34134024,0,0,0.639212417,128.2907521,480.8747427,-1.996361869,-0.96,79.69215638
185,293.1955138,259,29.93371339,38.34103707,0,0,0.639212417,128.0864708,480.8742851,-1.996363768,-0.96,79.69160183
186,293.1953898,259,29.9811414,38.3407339,0,0,0.639212417,127.8828361,480.8738276,-1.996365668,-0.96,79.69104729
187,293.1952661,259.8888889,30.02856938,38.34043074,0,0,0.639212417,127.6798447,480.8733701,-1.996367567,-0.96,79.69049274
188,293.1951427,260,30.07599732,38.34012757,0,0,0.639212417,127.4774937,480.8729125,-1.996369467,-0.96,79.68993819
189,293.1950197,260,30.12342523,38.33982441,0,0,0.639212417,127.27578,480.872455,-1.996371366,-0.96,79.68938365
190,293.1948971,260,30.1708531,38.33952124,0,0,0.639212417,127.0747006,480.8719974,-1.996373266,-0.96,79.6888291
191,293.1947748,260,30.21828094,38.33921808,0,0,0.639212417,126.8742526,480.8715399,-1.996375165,-0.96,79.68827455
192,293.1946528,260,30.26570875,38.33891492,0,0,0.639212417,126.6744329,480.8710824,-1.996377065,-0.96,79.68772
193,293.1945312,260,30.31313652,38.33861175,0,0,0.639212417,126.4752386,480.8706249,-1.996378964,-0.96,79.68716545
194,293.19441,260,30.36056426,38.33830859,0,0,0.639212417,126.2766669,480.8701673,-1.996380864,-0.96,79.6866109
195,293.1942891,260,30.40799196,38.33800542,0,0,0.639212417,126.0787147,480.8697098,-1.996382763,-0.96,79.68605635
196,293.1941685,260,30.45541963,38.33770226,0,0,0.639212417,125.8813791,480.8692523,-1.996384663,-0.96,79.6855018
197,293.1940483,260,30.50284727,38.3373991,0,0,0.639212417,125.6846574,480.8687948,-1.996386562,-0.96,79.68494725
198,293.1939284,260,30.55027487,38.33709593,0,0,0.639212417,125.4885466,480.8683372,-1.996388462,-0.96,79.6843927
199,293.1938089,260,30.59770244,38.33679277,0,0,0.639212417,125.293044,480.8678797,-1.996390361,-0.96,79.68383815
200,293.1936897,260,30.64512997,38.33648961,0,0,0.639212417,125.0981466,480.8674222,-1.99639226,-0.96,79.68328359
201,293.1935708,260,30.69255747,38.33618645,0,0,0.639212417,124.9038516,480.8669647,-1.99639416,-0.96,79.68272904
202,293.1934523,260,30.73998494,38.33588328,0,0,0.639212417,124.7101564,480.8665072,-1.996396059,-0.96,79.68217448
203,293.1933341,260,30.78741237,38.33558012,0,0,0.639212417,124.517058,480.8660497,-1.996397959,-0.96,79.68161993
204,293.1932163,260,30.83483977,38.33527696,0,0,0.639212417,124.3245538,480.8655922,-1.996399858,-0.96,79.68106537
